IDfg,Season,Age,G,PA
25862,2023,26,8,0
25880,2023,24,31,0
25911,2023,29,72,0
25918,2023,25,25,0
25921,2023,26,11,0
25928,2023,25,5,0
25942,2023,24,63,0
25977,2023,22,10,0
26024,2023,24,33,0
26048,2023,25,4,0
26056,2023,26,9,0
26058,2023,26,6,0
26068,2023,26,5,0
26079,2023,25,25,0
26108,2023,24,62,0
26128,2023,24,18,0
26203,2023,25,10,0
26213,2023,26,3,0
26214,2023,25,20,0
26215,2023,24,4,0
26221,2023,25,8,0
26226,2023,24,18,0
26231,2023,27,59,0
26253,2023,25,29,0
26257,2023,21,2,0
26260,2023,25,15,0
26285,2023,25,17,0
26304,2023,26,33,0
26364,2023,26,2,0
26378,2023,25,7,0
26410,2023,25,19,0
27451,2023,25,17,0
27453,2023,25,2,0
27463,2023,24,13,0
27468,2023,23,28,0
27470,2023,24,3,0
27472,2023,24,11,0
27477,2023,25,11,0
27483,2023,24,22,0
27488,2023,25,11,0
27498,2023,24,32,0
27500,2023,24,7,0
27514,2023,25,1,0
27552,2023,25,26,0
27572,2023,24,35,0
27581,2023,25,34,0
27582,2023,26,3,0
27583,2023,25,6,0
27589,2023,24,24,0
27597,2023,25,20,0
27646,2023,24,18,0
27649,2023,22,5,0
27681,2023,25,35,0
27685,2023,25,4,0
27691,2023,25,17,0
27702,2023,25,14,0
27758,2023,21,7,0
27768,2023,20,19,0
27775,2023,24,4,0
27779,2023,24,31,0
27782,2023,24,19,0
27792,2023,24,8,0
27914,2023,23,27,0
27942,2023,25,4,0
28036,2023,22,7,0
29608,2023,23,3,0
29628,2023,25,3,0
29754,2023,23,11,0
29832,2023,24,1,0
29837,2023,24,25,0
29839,2023,23,13,0
29911,2023,24,21,0
29928,2023,25,7,0
29946,2023,25,28,0
29960,2023,20,6,0
30008,2023,24,9,0
30074,2023,23,16,0
30094,2023,23,7,0
30115,2023,32,27,0
30122,2023,23,16,0
30134,2023,24,25,0
30279,2023,23,18,0
31461,2023,22,12,0
31533,2023,22,3,0
31757,2023,24,10,0
31776,2023,22,3,0
31838,2023,30,29,0
31839,2023,29,64,0
18795,2020,26,10,27
23264,2022,23,3,7
16192,2020,26,16,39
6885,2019,33,140,482
7859,2021,34,150,582
9847,2020,33,57,241
5631,2020,35,43,132
14329,2020,25,18,29
12160,2021,29,122,400
24934,2023,27,58,113
14130,2021,28,93,258
5486,2021,32,64,175
12907,2019,27,42,167
18126,2019,25,26,69
3174,2020,37,33,127
7087,2020,34,3,9
16524,2019,27,23,83
9892,2020,33,32,103
11982,2020,30,50,180
11342,2019,29,131,369
17838,2023,28,44,149
20503,2021,23,52,185
3086,2021,35,81,252
19698,2021,25,39,111
15653,2023,28,153,586
19878,2020,24,40,92
18848,2021,24,21,77
3353,2020,35,46,148
11899,2020,28,43,138
4962,2021,35,110,352
19533,2021,27,35,108
13277,2019,28,68,189
12775,2023,33,27,67
19392,2021,26,60,172
1177,2020,40,39,163
9205,2019,31,29,38
15496,2019,24,4,8
16565,2019,26,30,40
19198,2020,36,57,230
16403,2023,27,50,160
15905,2023,27,18,30
22117,2022,23,49,182
16622,2019,22,71,249
16313,2022,27,29,60
15983,2022,27,19,45
12005,2019,29,32,109
12005,2021,31,25,45
15487,2022,27,92,336
10642,2023,32,68,189
16446,2021,26,22,54
5409,2021,34,69,86
24617,2022,25,58,223
15464,2020,28,42,139
22054,2023,27,22,70
11615,2019,26,120,447
11680,2020,29,26,73
18821,2023,27,55,102
12937,2020,27,26,82
22471,2023,23,4,12
19293,2021,26,36,124
17710,2020,27,21,54
18353,2021,24,35,115
19958,2023,25,27,94
13621,2022,28,124,467
19906,2022,24,96,283
26323,2022,24,28,108
9112,2020,32,30,99
21646,2021,22,20,56
16429,2019,23,20,40
19562,2023,28,112,253
3708,2019,38,29,26
18353,2022,25,21,70
5417,2020,30,48,210
17992,2023,29,33,97
2967,2020,32,31,125
19734,2019,25,41,157
12282,2020,26,38,148
13110,2020,34,8,34
16448,2021,26,15,45
20540,2021,21,21,46
14477,2023,30,65,203
9929,2023,36,20,57
23794,2022,22,17,65
13593,2020,26,34,120
27490,2023,24,35,128
4881,2019,33,34,99
18887,2021,27,37,104
20126,2020,21,35,119
19960,2021,23,51,178
18363,2020,23,52,189
23818,2023,23,111,371
10459,2020,31,27,63
25459,2023,26,14,37
19293,2020,25,23,78
19956,2020,22,8,18
14735,2023,29,40,71
18395,2021,24,24,24
20078,2020,24,54,202
12325,2019,29,29,108
16417,2020,23,10,23
17473,2022,26,4,9
6677,2019,32,27,57
15189,2019,24,17,47
22217,2022,23,16,50
4922,2021,30,52,89
5667,2020,31,11,31
26123,2022,22,11,42
13723,2022,32,114,384
12782,2019,29,7,20
19828,2022,27,10,32
15082,2022,30,119,260
31490,2023,23,20,64
14678,2019,25,13,22
18690,2022,25,14,31
10059,2022,31,102,375
18067,2019,26,19,39
15274,2021,30,75,191
19346,2021,27,64,220
7927,2020,34,43,128
19878,2023,27,28,39
26396,2022,24,73,253
20805,2022,25,7,18
16285,2020,25,7,10
4866,2021,36,102,149
21871,2022,24,23,81
19514,2020,25,8,17
22274,2023,24,31,69
5273,2020,31,25,81
4062,2021,35,7,21
21534,2021,24,47,148
15104,2019,27,37,95
12371,2023,34,12,24
4298,2020,34,19,41
10951,2020,30,35,71
17750,2020,25,11,17
15672,2023,28,6,21
13663,2021,28,7,16
12976,2020,27,35,83
10322,2020,29,15,63
25353,2022,26,25,69
19314,2019,25,7,19
20332,2020,24,3,2
14329,2022,27,2,4
9787,2019,28,7,10
13770,2020,29,15,34
17216,2020,24,32,51
13369,2022,30,16,41
20002,2023,27,30,48
19703,2019,25,8,13
15958,2020,25,18,33
16930,2020,25,13,41
17806,2020,26,12,34
14387,2020,25,3,11
14713,2020,25,9,11
18587,2022,24,3,11
22093,2022,25,5,16
16042,2020,28,8,20
23003,2022,23,6,9
12160,2023,31,6,15
14973,2019,25,8,16
21634,2022,25,7,22
17273,2020,25,22,28
25493,2023,24,15,34
13768,2022,31,44,64
19314,2020,26,5,14
20321,2021,25,12,17
10346,2020,29,25,63
13768,2019,28,25,24
3298,2020,31,10,7
11470,2021,29,14,30
13788,2023,32,2,5
19553,2022,23,9,9
14111,2020,27,7,19
17723,2019,25,5,11
2829,2022,35,5,17
19968,2020,24,6,16
16593,2023,26,3,8
2900,2023,34,5,17
21735,2022,23,17,29
24765,2022,23,6,15
13774,2019,25,32,52
25476,2023,25,5,6
19552,2021,26,5,9
15988,2019,23,4,9
16953,2023,28,6,16
9434,2019,31,19,41
18551,2020,23,5,10
24485,2023,27,2,7
6589,2020,35,4,13
19346,2023,29,6,17
12140,2023,30,9,21
9803,2019,30,32,62
15447,2020,28,4,7
11761,2019,27,5,7
12049,2021,31,32,61
3254,2019,34,32,56
16256,2019,26,22,31
19374,2019,24,30,66
4676,2021,37,34,62
19316,2019,24,30,48
21587,2023,27,13,19
6895,2019,31,33,44
17425,2019,26,21,20
18679,2019,23,40,16
18083,2022,28,5,16
16947,2020,24,15,12
12174,2021,28,7,12
19309,2019,26,31,34
17109,2023,26,10,4
22411,2023,26,6,12
4922,2022,31,11,8
15181,2020,28,5,8
4806,2021,41,32,26
13768,2020,29,16,17
13074,2021,34,30,55
19453,2019,24,28,28
13543,2021,28,27,37
19278,2021,25,22,42
16358,2019,24,27,41
11156,2021,32,27,58
12719,2021,28,4,9
18674,2021,24,26,20
12718,2019,26,35,27
19291,2019,23,15,24
11682,2021,29,16,25
4141,2019,32,53,16
20034,2021,27,3,5
22169,2023,24,2,5
15454,2019,26,30,27
17859,2021,26,30,33
16429,2020,24,7,11
19716,2019,21,14,11
19266,2021,26,23,18
15821,2019,24,15,24
14335,2020,26,3,6
13277,2020,29,4,6
19842,2023,28,4,6
22557,2023,23,8,6
1101,2019,45,2,6
13834,2019,27,9,12
18887,2019,25,5,12
19562,2022,27,6,13
16933,2019,24,21,24
19287,2020,27,3,7
22165,2021,22,3,7
23559,2021,25,3,7
16933,2021,26,11,18
14975,2021,28,28,24
10130,2019,31,32,24
24580,2021,23,14,24
4418,2019,35,9,8
16929,2021,25,11,18
9803,2021,32,9,15
16110,2019,27,13,12
19320,2021,28,11,11
18699,2021,24,8,12
18510,2021,26,6,14
7410,2021,38,30,15
19225,2021,26,21,16
1994,2019,32,34,5
2717,2019,30,32,6
3237,2019,30,51,5
6448,2019,34,2,5
7407,2019,33,51,5
9388,2019,34,51,6
10021,2019,31,33,10
11828,2019,30,29,8
12022,2019,29,54,6
12304,2019,30,28,5
13071,2019,33,45,5
13125,2019,28,33,7
13164,2019,26,34,9
13228,2019,26,4,8
13325,2019,28,5,5
13420,2019,28,9,6
13649,2019,26,35,5
15068,2019,25,28,5
16207,2019,26,30,8
16929,2019,23,24,10
16943,2019,26,55,8
17149,2019,26,27,8
17594,2019,23,11,11
17859,2019,24,4,5
18054,2019,25,11,4
19191,2019,23,7,11
19427,2019,24,34,5
19665,2019,23,7,6
20041,2019,22,5,5
4054,2020,35,3,3
11863,2020,28,4,5
18171,2020,27,7,5
19267,2020,25,2,4
2608,2021,33,46,7
5221,2021,36,18,13
7349,2021,36,3,2
7593,2021,30,32,6
10021,2021,33,28,7
10882,2021,32,2,3
11341,2021,31,10,6
11486,2021,29,32,5
11490,2021,28,9,10
11713,2021,32,28,6
13164,2021,28,32,6
13273,2021,31,24,6
13339,2021,29,11,11
13595,2021,27,1,4
15734,2021,25,26,7
16098,2021,27,2,4
16110,2021,29,24,5
16128,2021,28,44,5
17732,2021,26,45,11
17920,2021,27,15,7
17964,2021,27,9,11
18425,2021,26,2,4
19427,2021,26,16,6
19754,2021,25,2,6
19805,2021,26,5,5
19871,2021,25,4,6
20070,2021,24,22,5
20501,2021,25,7,5
21455,2021,23,29,5
21541,2021,24,12,8
22248,2021,25,16,5
23735,2021,24,30,6
11470,2022,30,2,4
13325,2022,31,5,6
14388,2022,27,3,6
17307,2022,26,7,5
17737,2022,27,2,5
17766,2022,28,3,3
18395,2022,25,1,3
19710,2022,27,1,3
20022,2022,27,2,1
20450,2022,26,6,4
21840,2022,27,3,7
2233,2023,41,23,2
19768,2023,27,2,6
19977,2023,28,6,2
21535,2023,26,3,4
22232,2023,28,6,1
19521,2021,27,58,104
12937,2019,26,95,285
25822,2023,25,13,38
9393,2019,30,111,333
11680,2023,32,141,526
14551,2021,26,110,438
20404,2023,27,16,47
18839,2019,22,94,279
19600,2023,26,153,626
19318,2019,24,53,164
15482,2021,27,84,204
26197,2021,23,127,469
4229,2020,36,25,100
14387,2021,26,99,361
15905,2020,24,25,78
3892,2020,33,56,210
14503,2021,27,14,55
27459,2021,29,81,262
14691,2019,25,97,369
19627,2021,26,58,213
19262,2019,24,105,327
8553,2019,32,119,301
14103,2019,25,127,413
2434,2023,42,49,152
19252,2021,26,79,294
15608,2019,27,58,204
10953,2021,32,104,373
19331,2021,28,61,184
15672,2022,27,36,147
2136,2023,35,133,422
19514,2019,24,18,58
17423,2022,29,31,83
11200,2023,35,43,174
16192,2019,25,57,167
25845,2022,23,31,120
16313,2019,24,88,181
19966,2022,27,117,353
14713,2019,24,77,288
15170,2021,26,112,310
10815,2021,28,137,412
17710,2023,30,30,72
22563,2022,22,16,57
19318,2022,27,29,81
19294,2022,27,35,95
20220,2022,23,88,285
19334,2020,32,12,28
14352,2020,26,47,112
13329,2020,29,31,99
17161,2023,31,65,172
17932,2021,27,109,213
16885,2019,26,24,56
13836,2023,32,79,209
20056,2023,27,83,227
13367,2020,29,45,171
21560,2022,25,101,287
18206,2019,25,20,64
17326,2019,22,56,159
8001,2019,35,16,57
16959,2021,31,24,74
17338,2019,22,30,110
11442,2020,27,49,178
13369,2019,27,53,156
19960,2023,25,22,56
20805,2023,26,27,53
19533,2020,26,7,22
18607,2019,25,34,87
10953,2019,30,44,68
17278,2019,23,15,49
13265,2020,29,28,84
14553,2021,26,50,181
10322,2021,30,38,127
21837,2022,24,32,87
24064,2022,20,9,35
3376,2019,35,31,73
23985,2023,22,31,94
22186,2023,23,137,448
23691,2023,22,18,34
10348,2020,27,24,84
15172,2023,30,123,524
20165,2022,26,32,71
8709,2020,31,29,111
22542,2023,22,42,129
16271,2021,28,43,82
15214,2023,31,33,86
14885,2019,26,40,86
19966,2023,28,21,53
15878,2022,27,36,140
19318,2020,25,8,25
12984,2022,32,132,370
10199,2019,28,119,353
20454,2020,22,21,62
22871,2022,22,49,177
5352,2019,31,28,78
15585,2021,28,22,72
15653,2022,27,58,152
15117,2023,31,29,91
19958,2020,22,33,122
5667,2021,32,17,36
13744,2023,29,4,9
11481,2021,29,18,55
9284,2019,31,30,94
21078,2023,26,22,56
7539,2020,34,18,41
14131,2019,26,10,41
24782,2023,26,46,140
17023,2021,25,123,225
14196,2023,28,54,94
5273,2019,30,65,191
22184,2022,22,16,41
5491,2021,32,28,62
22515,2023,23,25,60
27615,2022,23,16,53
17684,2020,26,24,71
22558,2022,22,54,181
17109,2020,23,15,24
10839,2020,28,13,41
16925,2019,26,18,46
11287,2021,33,13,34
14950,2023,29,8,20
21127,2021,25,14,23
5942,2019,31,21,67
19260,2020,25,7,29
12977,2022,29,45,132
5273,2022,33,34,86
16925,2022,29,47,115
14453,2021,28,19,34
1159,2021,35,26,64
19818,2022,26,29,49
10816,2019,30,62,101
15402,2019,28,26,65
9205,2020,32,9,28
19818,2021,25,13,42
17161,2022,30,12,40
16959,2020,30,12,41
19873,2022,26,7,17
18353,2020,23,17,59
14196,2020,25,40,77
22411,2022,25,23,71
11338,2019,28,28,32
11863,2019,27,34,66
11494,2019,27,9,26
14109,2020,26,28,34
18067,2021,28,18,38
16939,2020,24,18,40
19842,2022,27,22,23
18482,2021,27,16,44
5398,2019,30,6,18
13750,2022,27,14,35
14412,2020,29,9,20
27531,2023,25,15,39
10847,2022,32,35,85
14556,2019,26,20,35
16042,2022,30,8,25
20017,2022,26,8,17
9308,2020,32,11,18
19967,2022,27,7,26
19432,2023,25,14,27
7168,2019,29,7,18
4866,2020,35,32,66
16947,2023,27,13,50
11287,2020,32,21,33
16680,2023,29,8,21
17737,2023,28,11,23
16285,2022,27,31,73
19245,2022,27,7,13
7888,2019,32,14,22
13157,2020,27,6,22
14388,2021,26,7,17
14111,2019,26,10,17
17478,2021,25,8,20
17922,2020,24,7,22
13854,2019,29,25,56
19768,2022,26,5,15
29976,2023,20,14,34
12399,2022,32,2,6
5486,2020,31,7,13
9810,2020,33,7,16
10619,2019,30,17,20
5667,2022,33,6,19
19212,2023,28,5,13
19250,2021,27,5,13
20599,2022,22,11,22
14196,2019,24,15,24
19151,2022,24,17,35
15214,2020,28,5,14
14320,2020,28,12,18
19181,2020,25,9,18
14137,2021,27,7,11
20002,2022,26,11,19
10533,2019,31,5,15
20099,2019,23,26,46
19643,2020,24,5,13
18067,2020,27,14,10
14330,2021,27,4,13
3284,2019,35,30,56
24491,2022,24,5,9
25867,2023,25,11,18
18383,2019,21,29,63
22906,2022,22,4,14
18684,2019,23,32,63
7593,2019,28,28,48
16561,2021,27,24,42
18679,2021,25,29,45
19312,2019,24,23,30
19800,2021,26,29,41
16572,2019,26,8,16
10199,2022,31,37,23
15808,2022,27,10,22
15766,2019,25,6,11
17085,2021,25,21,35
19909,2021,23,5,17
12384,2020,30,7,24
27769,2023,21,13,19
13050,2021,31,34,62
22286,2021,23,26,46
19951,2021,23,24,41
19990,2021,23,16,25
17585,2019,23,16,26
8223,2021,33,24,34
7448,2019,33,19,28
20099,2021,25,24,42
13472,2022,29,4,10
12703,2021,30,17,34
8418,2023,33,5,11
13431,2019,28,32,25
18333,2019,25,17,25
12664,2019,28,12,19
11589,2019,27,25,22
11760,2019,30,25,20
11426,2019,30,46,20
17171,2019,28,4,6
13788,2020,29,3,11
1890,2021,32,24,20
3448,2021,38,3,9
6632,2021,34,12,19
6895,2021,33,14,14
13684,2021,28,39,18
19528,2021,26,4,7
19667,2021,27,6,10
19826,2021,26,24,17
22175,2021,23,9,14
14320,2022,30,3,6
19938,2022,25,5,11
21865,2022,22,5,8
13359,2023,32,5,8
15082,2023,31,5,6
25817,2023,25,2,4
1744,2019,36,136,549
1177,2019,39,131,545
8267,2019,36,52,164
16909,2021,28,99,359
5222,2019,31,63,256
14350,2019,25,138,447
14366,2023,31,154,657
15679,2021,26,106,325
7304,2023,33,140,580
4022,2019,34,133,397
4298,2019,33,67,183
18171,2023,30,112,378
17901,2023,28,151,621
15767,2020,27,35,115
11200,2021,33,51,182
11205,2020,31,41,176
11470,2019,27,121,411
25459,2022,25,32,102
11342,2023,33,36,115
19198,2023,39,108,329
8203,2022,34,23,59
7870,2019,33,101,328
11902,2023,30,30,90
10324,2021,30,48,208
20275,2020,21,25,80
8553,2021,34,53,107
17326,2021,24,43,131
14352,2021,27,89,290
16434,2023,28,66,206
22871,2023,23,75,220
29715,2023,23,23,77
13593,2019,25,141,403
11476,2019,27,39,139
7226,2020,29,22,47
9241,2023,34,86,341
12180,2020,27,31,100
11902,2022,29,73,159
22650,2022,21,15,51
19314,2021,27,24,69
15585,2022,29,50,149
16451,2023,28,54,120
3516,2023,33,31,100
14593,2021,28,97,327
18363,2021,24,107,369
6153,2020,31,54,222
16442,2020,26,42,132
25768,2022,21,90,302
19339,2019,24,103,402
16411,2019,23,30,80
19262,2022,27,90,226
14196,2021,26,28,68
18889,2021,27,71,186
17684,2022,28,73,253
26368,2022,24,65,238
21562,2023,26,44,97
8090,2021,35,130,249
9952,2023,32,72,179
9345,2021,33,77,260
13265,2023,32,42,140
24589,2022,25,54,123
12983,2019,26,54,157
10323,2019,28,34,96
24451,2023,27,17,44
16686,2023,29,20,65
20036,2020,21,34,108
13185,2021,26,36,89
15194,2021,25,115,315
9433,2020,32,17,46
24400,2023,26,27,56
19667,2022,28,16,34
18083,2019,25,34,71
22168,2022,23,73,225
9345,2020,32,37,106
18067,2023,30,41,125
4940,2022,32,48,151
18819,2022,29,40,128
19181,2022,27,36,108
11265,2023,31,55,151
22277,2023,24,106,329
15983,2023,28,33,76
6310,2022,35,42,131
7226,2022,31,13,37
18054,2021,27,35,94
19354,2021,26,33,72
13324,2020,28,24,54
16542,2020,24,34,128
19508,2022,26,18,62
17838,2022,27,22,62
17714,2020,26,36,99
18142,2021,27,37,87
27604,2023,24,46,112
13288,2019,28,14,47
9253,2019,29,100,228
17062,2020,27,18,55
20572,2022,26,57,127
6876,2019,33,12,31
17620,2020,25,33,86
13265,2022,31,36,123
10416,2019,27,31,88
20275,2023,24,27,66
12510,2023,34,40,96
24703,2023,27,40,106
18900,2021,22,49,185
21735,2021,22,17,44
12977,2020,27,38,93
9892,2021,34,10,39
3411,2019,35,16,49
16426,2020,24,26,52
5384,2022,33,20,62
20054,2023,27,12,30
17719,2020,26,21,36
17040,2022,25,47,124
13356,2020,27,35,64
14453,2020,27,24,54
21780,2022,23,17,36
18316,2023,29,18,34
11241,2021,33,37,65
7185,2020,33,13,38
17901,2020,25,14,52
12399,2023,33,29,82
19734,2020,26,17,70
16221,2022,29,109,117
16042,2021,29,24,24
17468,2022,27,12,33
19878,2021,25,9,21
13854,2022,32,22,59
15808,2021,26,16,40
10807,2019,29,28,71
12649,2022,32,13,36
19824,2022,27,25,60
19577,2021,27,20,39
18365,2020,23,14,41
10655,2021,31,6,21
20242,2021,24,18,36
10059,2019,28,51,147
13602,2019,27,9,28
22896,2022,22,11,36
19957,2023,26,16,36
12198,2021,28,14,30
19956,2021,23,21,37
11145,2020,31,11,24
17750,2022,27,13,27
15994,2019,24,7,18
19458,2023,28,10,26
10030,2023,31,11,25
19422,2023,28,11,23
26420,2023,21,15,46
19872,2021,26,14,31
5486,2023,34,8,16
2036,2019,31,29,65
9323,2019,29,33,72
19432,2022,24,12,28
6797,2019,28,35,60
13050,2019,29,31,57
15817,2020,25,8,16
14916,2021,29,31,50
13074,2019,32,31,62
11423,2019,30,32,63
11624,2019,30,5,15
5751,2021,30,10,21
16313,2021,26,5,11
19206,2019,24,33,59
18433,2021,28,9,25
4243,2021,36,6,13
16211,2020,27,8,20
8044,2019,36,30,45
18684,2021,25,33,64
11760,2021,32,32,43
19320,2019,26,30,54
17276,2019,23,4,15
14556,2021,28,6,16
13781,2021,30,26,47
10811,2019,27,21,38
14950,2021,27,15,18
17975,2021,27,15,19
9807,2020,32,14,10
13834,2021,29,33,36
14663,2019,27,14,24
14107,2019,28,31,27
16221,2019,26,9,14
13774,2021,27,18,37
5519,2019,29,6,9
15407,2020,30,6,7
18399,2020,26,4,10
20463,2023,28,5,12
15679,2019,24,111,409
15694,2020,25,36,121
15694,2019,24,59,198
12546,2023,33,71,278
12284,2019,31,67,211
1744,2021,38,130,526
17766,2019,25,44,142
14567,2022,27,84,275
11737,2022,30,136,558
15194,2023,27,84,272
10324,2022,31,124,507
14691,2022,28,120,443
13145,2020,27,57,223
20391,2020,20,40,139
26467,2023,21,76,253
26438,2023,25,59,182
19181,2019,24,27,102
3892,2021,34,54,158
16263,2019,25,59,157
15794,2023,29,24,80
19683,2023,29,29,78
4892,2021,32,62,206
15191,2022,30,111,379
14137,2020,26,46,151
19698,2020,24,31,101
8090,2023,37,76,237
4892,2022,33,78,285
3298,2022,33,70,124
8259,2021,37,72,247
9112,2021,33,42,114
15878,2020,25,21,65
21497,2023,26,33,99
17548,2019,25,20,48
16542,2021,25,34,121
15937,2023,32,109,344
16375,2022,27,55,128
16686,2021,27,41,82
16442,2022,28,67,145
16429,2021,25,58,154
11611,2019,26,63,119
23690,2023,22,23,86
26123,2023,23,108,389
18032,2023,28,27,72
20056,2021,25,28,50
5491,2020,31,37,135
24617,2021,24,33,112
14145,2021,27,50,90
17696,2021,27,148,554
13807,2022,31,64,186
25569,2023,26,51,175
13723,2023,33,89,276
9393,2020,31,16,51
18721,2022,31,74,82
21547,2023,26,18,41
15170,2022,27,67,192
16925,2021,28,32,94
5760,2023,32,37,118
5409,2020,33,34,94
13755,2019,25,50,144
22823,2023,23,52,191
22261,2023,25,37,60
15271,2019,28,28,74
14103,2021,27,62,141
19844,2020,23,33,97
15161,2020,29,23,81
17161,2021,29,23,66
19635,2021,26,33,66
12180,2023,30,18,52
15402,2022,31,23,74
27735,2023,24,51,131
15170,2020,25,26,79
8203,2020,32,33,82
3353,2021,36,43,69
7290,2019,32,20,49
5222,2022,34,17,57
19961,2021,23,19,40
4146,2019,31,20,57
19346,2020,26,19,52
19968,2021,25,20,43
20178,2022,22,18,50
21853,2022,24,28,61
14555,2021,27,23,51
17023,2022,26,45,96
13355,2019,28,45,129
23264,2023,24,15,37
17098,2021,26,18,46
16256,2021,28,25,40
29591,2023,23,26,77
25543,2022,23,12,26
22202,2022,23,14,41
15104,2021,29,64,103
19977,2022,27,19,53
3411,2020,36,29,43
15055,2022,27,14,41
14942,2022,30,16,46
5273,2023,34,22,44
19627,2022,27,16,36
4403,2019,39,21,53
19260,2019,24,12,41
20275,2022,23,15,41
18063,2020,28,12,23
15535,2020,28,18,44
22557,2022,22,9,24
11859,2020,28,10,18
17684,2021,27,15,37
11602,2022,30,17,44
16403,2020,24,17,42
12092,2022,30,15,45
785,2021,35,13,40
22515,2022,22,9,22
22217,2021,22,11,38
19913,2020,22,10,29
8370,2019,35,6,21
17907,2020,23,7,21
17278,2022,26,8,17
5223,2021,34,9,33
26151,2023,25,14,33
15689,2019,26,32,66
17738,2019,25,16,20
14916,2019,27,27,59
16358,2021,26,33,66
19952,2021,23,11,18
17922,2023,27,8,26
11486,2019,27,34,60
15351,2019,27,6,15
13130,2019,29,9,25
17425,2021,28,29,43
26197,2022,24,134,555
6368,2019,33,137,528
6012,2019,29,82,344
19293,2023,28,104,330
15654,2019,24,84,276
4949,2023,33,101,415
4892,2023,34,112,386
15676,2023,36,141,594
19294,2020,25,58,233
13473,2020,27,21,72
14691,2021,27,106,339
26031,2023,22,23,80
11982,2021,31,84,250
2434,2022,41,124,507
20325,2022,24,45,156
18027,2022,26,23,60
1433,2021,33,44,163
5751,2019,28,91,246
5384,2021,32,112,327
13367,2021,30,72,188
15351,2022,30,75,292
15608,2021,29,73,216
2151,2020,37,44,181
5452,2023,32,39,117
17893,2023,26,41,111
23378,2023,25,46,149
11846,2019,31,65,264
17719,2019,25,73,281
22558,2021,21,93,377
9054,2020,33,36,132
15958,2022,27,26,96
12179,2022,29,103,388
16357,2019,25,71,157
13367,2022,31,42,139
15905,2022,26,57,166
17736,2019,24,120,309
27577,2023,24,90,277
19267,2021,26,18,65
11368,2022,33,99,376
6012,2022,32,63,232
7996,2020,31,34,98
17893,2022,25,58,184
17696,2020,26,44,172
17040,2023,26,43,120
22458,2022,25,142,466
15608,2022,30,21,55
14811,2023,32,22,74
18400,2023,25,28,65
20242,2023,26,49,146
26319,2023,25,27,81
10441,2023,31,36,105
18217,2023,29,33,86
17326,2020,23,37,116
14566,2023,27,19,65
19956,2022,24,37,112
16337,2023,27,34,93
17276,2021,25,52,151
3142,2020,36,26,82
19508,2023,27,16,54
5227,2020,35,18,57
17689,2019,25,22,50
17719,2022,28,29,80
9393,2021,32,22,40
15994,2021,26,32,66
16246,2019,26,14,49
23378,2020,22,24,68
25482,2023,26,25,44
12225,2021,30,14,34
11615,2020,27,21,49
18316,2021,27,25,60
5238,2019,29,19,54
15654,2022,27,23,57
14109,2021,27,47,54
16959,2022,32,14,27
21794,2020,21,7,21
12944,2019,26,17,43
6564,2019,36,15,47
16115,2019,26,12,26
15519,2020,24,21,28
7949,2022,32,12,25
20536,2021,23,10,26
19931,2023,26,11,19
15488,2021,26,28,51
15488,2019,24,25,46
19610,2023,24,136,562
13473,2019,26,101,392
12179,2019,26,123,428
17988,2023,26,142,517
17838,2021,26,75,284
27615,2023,24,107,347
14523,2021,27,113,419
7185,2019,32,101,367
14950,2019,25,98,248
11342,2022,32,129,507
14109,2019,25,130,363
9929,2022,35,119,388
9015,2019,32,83,240
10762,2023,34,50,152
16442,2021,27,84,254
22169,2022,23,69,232
14274,2023,32,61,229
9744,2019,31,52,170
3711,2020,33,41,140
13154,2019,26,61,155
15564,2019,28,83,279
12179,2021,28,104,403
11205,2021,32,84,288
19293,2022,27,110,420
17642,2019,27,51,139
7927,2021,35,78,180
5497,2021,32,91,307
15767,2021,28,41,122
7287,2019,33,45,166
22896,2023,23,52,173
8610,2019,36,53,201
13369,2021,29,71,229
8202,2023,35,41,114
11470,2020,28,42,109
17954,2022,28,70,200
15730,2022,27,67,163
14477,2021,28,76,178
13176,2019,27,43,99
15124,2021,28,64,156
4922,2020,29,46,131
18365,2022,25,58,174
12119,2019,29,27,80
20054,2022,26,39,123
15794,2019,25,44,105
19552,2019,24,17,47
5631,2019,34,20,62
19958,2019,21,11,43
20536,2022,24,52,162
19314,2022,28,25,78
19873,2021,25,28,83
8418,2022,32,37,110
19858,2020,23,33,106
9077,2022,36,43,156
14818,2021,29,36,105
23695,2023,22,27,103
15519,2019,23,23,58
10030,2022,30,27,68
12984,2023,33,43,113
12926,2019,26,18,48
19625,2022,27,22,57
19948,2021,22,22,68
14678,2020,26,26,57
17929,2019,24,22,74
12970,2021,28,40,57
19331,2022,29,22,57
16593,2022,25,13,34
13755,2023,29,22,61
17723,2021,27,34,60
13795,2019,27,15,48
2578,2019,32,26,46
18899,2022,24,10,28
11156,2019,30,32,60
11982,2022,32,7,19
4316,2019,34,132,478
22197,2022,23,129,534
20391,2021,21,70,247
15194,2019,23,117,423
6184,2020,32,54,237
1744,2023,40,98,370
15679,2023,28,106,351
2396,2021,35,158,659
22117,2023,24,95,345
17321,2022,26,129,426
19198,2022,38,146,584
19892,2023,27,69,228
22650,2023,22,90,293
12371,2022,33,60,195
13359,2020,29,40,141
15958,2019,24,48,186
22184,2023,23,65,233
21987,2023,24,92,256
12950,2021,28,76,247
16852,2021,28,52,143
13356,2019,26,56,197
