IDfg,Season,Age,G,TBF
14699,2016,25,1,4
14957,2016,22,4,14
1330,2017,30,1,2
3086,2017,31,1,5
3364,2017,33,1,5
4082,2017,33,2,4
5227,2017,32,1,4
5751,2017,26,1,5
7358,2017,34,1,4
8007,2017,29,3,5
8392,2017,30,2,6
12166,2017,28,1,4
12673,2017,28,1,2
12756,2017,27,1,2
13153,2017,24,1,4
13395,2017,26,1,3
13435,2017,26,1,7
14510,2017,23,1,3
14552,2017,22,1,4
15091,2017,23,1,1
15639,2017,25,1,3
16219,2017,24,2,7
2636,2018,32,1,3
3473,2018,28,1,1
5409,2018,31,1,3
6364,2018,33,1,1
6652,2018,31,1,4
7226,2018,27,3,11
7476,2018,31,1,7
7619,2018,34,1,1
8610,2018,35,1,4
10066,2018,27,1,8
10706,2018,30,1,5
10951,2018,28,1,3
12272,2018,28,3,10
12409,2018,28,1,3
13560,2018,26,2,13
13707,2018,25,2,12
14145,2018,24,1,3
14165,2018,24,1,14
14558,2018,22,1,2
14605,2018,31,1,3
14738,2018,25,1,1
15015,2018,23,1,15
15048,2018,26,1,4
15161,2018,27,1,4
15214,2018,26,2,4
16271,2018,25,1,4
17133,2018,25,1,2
17919,2018,23,1,4
13483,2018,26,13,45
7169,2014,30,7,35
16684,2017,24,6,36
13401,2014,23,10,33
6911,2016,31,7,54
12316,2018,27,10,49
4086,2014,28,7,28
3732,2015,31,4,24
9877,2014,27,12,22
15118,2018,26,15,69
3762,2014,29,16,65
12828,2017,27,15,66
12095,2014,23,8,36
10710,2014,27,1,19
6166,2016,33,3,21
14899,2017,25,5,20
13144,2014,24,15,37
3832,2016,32,3,15
10307,2014,23,30,136
5195,2015,26,2,19
9266,2018,27,2,18
16265,2018,25,4,20
5003,2017,30,11,45
12857,2016,25,10,44
12277,2017,29,13,60
11384,2016,26,29,119
11712,2014,25,6,26
1890,2014,25,2,44
13058,2018,26,3,11
99,2016,29,8,28
711,2018,31,2,15
12982,2015,22,11,40
10770,2016,26,20,116
7161,2014,25,20,90
11580,2016,28,3,14
4403,2018,38,3,12
17181,2018,25,10,35
4664,2015,31,19,83
11250,2014,25,10,50
1886,2016,33,10,22
14077,2015,26,7,24
15010,2015,23,48,209
7422,2014,25,2,14
9121,2016,26,4,14
11240,2015,27,3,22
17355,2017,25,19,81
13331,2016,25,3,24
10044,2017,29,3,22
13801,2017,26,6,29
10796,2017,30,46,166
5401,2016,28,10,127
9073,2014,27,37,156
17793,2018,24,22,81
2061,2014,35,27,124
6605,2014,25,14,74
13607,2015,23,5,19
36,2014,27,9,30
12027,2017,27,1,8
14986,2018,26,6,45
12863,2014,24,5,39
14552,2018,23,6,21
5980,2014,33,30,142
12555,2017,27,47,176
11752,2015,23,7,27
9904,2014,26,12,62
13339,2018,26,5,96
5595,2015,26,19,115
198,2014,28,2,10
559,2014,30,1,9
10337,2014,22,2,8
10591,2015,25,4,25
12801,2015,25,2,18
4359,2016,28,1,11
4403,2016,36,2,11
11691,2016,25,1,9
9121,2017,27,2,10
14527,2017,24,1,10
14996,2017,23,6,28
7042,2014,26,8,42
11012,2017,28,26,135
886,2014,29,3,64
10315,2014,24,25,87
6238,2017,29,5,26
9419,2018,30,17,47
13685,2015,23,7,26
14443,2014,33,15,64
11384,2015,25,36,155
17237,2017,25,22,137
10343,2016,28,21,62
10302,2014,26,3,24
10160,2018,27,2,25
8893,2014,26,3,28
17418,2016,22,3,29
13322,2018,26,7,30
9894,2015,28,21,77
7474,2016,30,18,76
7303,2014,26,10,43
10529,2016,27,26,98
12751,2017,27,7,99
11366,2018,29,1,10
5498,2014,23,5,22
14449,2017,28,4,23
9286,2018,31,6,25
5177,2015,28,2,10
16588,2016,23,8,36
4955,2015,27,61,362
15306,2018,27,20,99
15051,2017,24,21,87
16317,2018,25,2,32
5535,2015,32,18,56
12586,2017,27,13,109
6127,2014,26,16,62
15071,2018,26,5,34
12264,2015,25,8,37
15166,2018,21,9,82
13572,2017,26,10,81
13395,2016,25,3,15
15423,2016,25,1,25
2951,2018,30,2,14
13485,2016,23,12,47
18114,2018,25,6,25
7560,2015,30,5,18
14733,2018,25,13,45
12304,2016,27,5,133
10976,2015,27,28,97
11686,2018,27,8,66
17479,2017,21,6,94
11479,2015,24,20,143
10636,2016,25,8,37
15231,2017,24,4,63
1767,2015,34,5,114
12803,2017,26,11,49
14741,2016,26,1,13
10267,2017,30,5,21
7980,2014,25,3,18
5702,2015,30,3,18
15258,2017,25,3,19
15675,2014,27,6,29
3364,2016,32,1,9
14200,2017,26,9,30
17237,2016,24,15,59
9895,2014,27,4,58
7541,2017,32,4,33
15158,2018,26,3,21
7324,2017,34,6,22
13442,2017,26,16,93
13796,2015,24,3,67
8404,2014,29,6,38
15846,2016,24,2,18
16165,2017,23,3,21
4741,2014,29,7,32
8887,2016,31,8,30
7501,2017,32,19,63
11424,2015,25,4,73
10387,2018,27,14,72
14875,2017,25,9,86
18332,2018,24,3,13
13188,2016,23,1,13
11209,2014,23,6,49
13058,2017,25,22,83
5028,2014,28,4,36
9174,2015,25,3,56
16058,2017,25,8,62
8162,2014,30,10,49
4608,2014,34,2,14
9812,2018,30,3,16
16128,2017,24,9,38
15094,2017,25,4,62
17126,2018,26,6,21
14272,2015,24,1,19
11209,2018,27,2,25
11193,2014,24,7,24
10297,2018,29,3,36
2851,2015,27,12,84
14663,2016,24,3,62
7411,2014,27,6,30
319,2014,34,1,6
9866,2014,27,3,13
9926,2014,29,1,6
1101,2015,41,1,5
12253,2015,26,4,21
12277,2015,27,1,5
5559,2016,31,1,10
6677,2016,29,1,4
11241,2017,29,1,6
12774,2017,26,4,30
3298,2018,29,1,5
3395,2018,34,1,6
9794,2018,30,1,2
16219,2018,25,1,4
17432,2018,25,6,44
8007,2015,27,9,39
12056,2015,25,6,35
6399,2014,25,5,25
14139,2018,25,8,34
12042,2016,26,1,9
6109,2016,26,1,23
3411,2014,30,2,7
15033,2017,25,4,11
17586,2017,22,2,9
11716,2016,27,1,19
14444,2016,29,1,24
888,2016,31,3,10
14844,2016,25,5,16
7324,2016,33,2,13
8846,2017,30,6,31
18297,2018,27,13,57
12165,2015,25,11,44
13834,2016,24,3,19
11468,2015,23,1,24
10265,2014,26,1,13
10500,2017,29,1,10
12182,2017,27,1,13
14139,2017,24,2,12
11287,2018,30,2,10
12294,2018,27,2,12
15524,2018,23,1,10
16269,2018,25,1,16
1886,2014,31,3,3
13119,2017,27,1,6
14382,2017,25,8,9
2826,2017,28,2,8
17975,2018,24,1,8
7982,2017,29,2,31
18076,2018,24,5,48
13393,2016,25,5,48
16942,2018,22,2,18
10171,2018,28,7,38
5791,2016,28,2,20
2830,2014,26,1,6
8353,2014,27,1,6
8182,2015,27,1,2
12093,2016,27,1,6
14391,2016,21,2,17
19550,2018,25,1,7
5942,2018,30,2,7
9877,2016,29,2,15
7645,2014,30,2,15
15130,2017,23,2,14
10080,2014,25,2,14
5089,2016,29,1,7
5942,2017,29,1,7
13075,2017,35,1,6
13420,2017,26,1,3
13604,2015,25,2,13
14914,2016,24,2,11
4696,2014,28,2,5
11192,2017,28,1,8
11964,2017,27,1,10
12325,2018,28,1,8
15444,2018,26,1,4
1333,2016,29,2,6
3411,2018,34,1,6
9069,2018,31,2,4
9683,2018,35,2,10
15200,2017,25,2,12
13331,2017,26,1,5
1011,2015,37,33,598
13654,2017,25,24,566
14457,2017,27,22,463
12800,2018,28,69,353
2074,2016,36,38,231
4026,2018,30,49,460
16208,2015,22,20,197
8185,2015,30,16,310
9559,2017,32,24,299
1841,2017,33,16,339
6986,2017,32,30,655
17192,2018,24,14,223
5032,2014,33,70,265
6249,2016,28,50,284
18,2016,28,62,218
6983,2017,29,58,246
4971,2018,33,41,170
12183,2018,29,70,289
4141,2015,28,10,245
17002,2018,27,73,319
2038,2015,30,18,273
4732,2016,31,21,397
1137,2015,33,33,553
16164,2017,24,18,414
9674,2018,30,17,134
16507,2018,25,22,85
10481,2014,26,64,296
8073,2017,30,77,267
15684,2017,22,39,274
7312,2016,30,18,173
8268,2015,32,21,85
14371,2017,23,11,210
7836,2018,29,49,201
7146,2018,31,40,197
8302,2016,27,70,335
4020,2016,31,36,265
7841,2018,34,64,188
13435,2018,27,37,186
11388,2018,28,47,191
7608,2016,29,19,311
6819,2014,25,27,365
105,2015,36,9,216
15007,2018,25,36,165
7872,2017,30,12,238
10637,2018,31,17,54
7005,2014,25,25,122
8505,2014,28,25,101
3132,2016,31,70,272
4696,2015,29,19,72
7038,2014,26,70,241
11334,2016,28,30,187
11801,2018,27,53,242
11804,2015,26,32,170
9178,2016,26,14,110
2859,2014,28,47,274
10058,2015,24,5,102
12763,2018,27,50,196
11509,2016,27,15,74
7525,2015,29,54,238
15157,2017,25,14,90
4090,2017,33,65,263
11509,2015,26,39,151
8410,2017,28,19,105
9720,2016,30,61,211
718,2014,36,65,270
3237,2015,26,30,188
17695,2016,23,19,83
1247,2017,31,63,243
10258,2015,31,13,56
6415,2014,24,20,148
12545,2018,28,5,56
13799,2017,25,24,154
12854,2016,24,32,134
17313,2018,22,8,103
6166,2015,32,19,64
4168,2018,31,15,33
13287,2016,26,9,203
9895,2018,31,49,241
6902,2018,27,22,397
9926,2015,30,30,112
7385,2015,30,41,204
12691,2017,27,9,70
6653,2014,31,14,50
10620,2016,26,4,28
3220,2017,35,5,31
5746,2014,29,21,80
16419,2017,23,6,40
12675,2014,25,17,79
12781,2018,28,12,113
11387,2014,25,7,49
9904,2015,27,29,214
13761,2016,25,7,43
7738,2018,29,37,149
4020,2015,30,42,316
6248,2015,30,3,33
12182,2016,26,9,107
15928,2016,25,18,55
11604,2017,24,24,105
6869,2015,31,26,113
11394,2016,27,16,72
12220,2016,27,17,103
16507,2017,24,41,203
4259,2015,30,40,144
4053,2016,28,16,75
12857,2017,26,21,108
15007,2017,24,13,73
12638,2014,26,2,49
10174,2015,25,6,67
14379,2016,26,4,17
5177,2014,27,37,127
9901,2017,30,6,76
10498,2015,26,17,97
17282,2018,22,4,68
4363,2017,36,37,159
8580,2014,27,8,53
15231,2018,25,4,60
17277,2018,22,4,69
13360,2015,23,34,156
13415,2015,24,24,98
8501,2018,31,8,29
13580,2017,25,44,118
12277,2016,28,18,98
1918,2016,39,18,77
3993,2018,28,3,15
4684,2015,34,14,100
2895,2018,30,44,199
3254,2018,33,10,207
12264,2016,26,24,142
6317,2015,29,18,153
18029,2018,25,6,56
7655,2016,26,6,67
15240,2016,24,10,41
13453,2014,23,3,76
5551,2015,29,3,69
18820,2017,26,6,89
10534,2017,29,27,122
15006,2018,27,15,91
4920,2016,26,11,50
11121,2018,30,11,106
13133,2018,27,7,66
9013,2017,32,11,140
19374,2017,22,8,44
11928,2016,26,11,47
5746,2015,30,41,159
6562,2016,28,5,104
9419,2014,26,18,66
10302,2016,28,4,29
10171,2015,25,8,52
15046,2017,24,4,23
5231,2016,29,2,13
6035,2015,33,1,6
1159,2017,31,2,6
13801,2018,27,2,7
10265,2016,28,4,42
10962,2015,25,5,37
14677,2018,23,1,16
3243,2015,32,5,22
7758,2014,28,6,14
15006,2017,26,10,68
5744,2015,25,1,15
12093,2015,26,25,122
10835,2015,26,2,12
6832,2015,28,54,171
1483,2018,30,9,37
11681,2016,23,1,24
19277,2018,25,5,24
11743,2018,27,5,37
2047,2018,37,59,243
16727,2017,25,17,147
10315,2015,25,26,99
5535,2016,33,6,45
11686,2017,26,5,32
5960,2015,30,11,31
5830,2017,28,43,262
12515,2015,26,6,51
7882,2014,27,1,22
14860,2017,26,2,11
13293,2014,24,5,22
16348,2017,22,7,26
5669,2017,27,3,67
18684,2017,21,8,39
278,2014,38,35,128
5876,2015,27,35,176
10534,2016,28,9,39
3877,2014,25,2,17
11632,2014,25,6,43
8421,2015,27,1,10
6324,2016,30,2,12
2859,2018,32,1,23
14814,2016,25,14,131
13685,2016,24,27,128
13616,2018,25,9,44
4279,2014,31,53,164
1246,2018,32,21,108
3862,2017,28,9,34
13345,2017,25,10,160
8253,2014,30,1,27
15570,2018,26,1,21
10326,2015,27,2,17
14016,2017,27,20,90
16684,2018,25,15,79
4734,2015,31,14,73
773,2014,38,55,165
15089,2015,24,31,108
17754,2018,24,9,66
12972,2018,25,3,68
4359,2015,27,3,26
14391,2017,22,7,52
8368,2014,28,17,63
15215,2017,25,8,40
18114,2017,24,14,80
1368,2015,31,10,41
10307,2015,24,15,58
10811,2014,22,16,84
5172,2018,34,7,36
1855,2014,38,3,15
14665,2017,24,6,25
4420,2015,30,1,23
15157,2018,26,12,177
19757,2018,33,27,149
12962,2015,22,2,8
1776,2016,35,2,9
15089,2016,25,4,17
16687,2018,24,4,15
13475,2014,21,5,30
11867,2014,26,3,14
5028,2016,30,16,68
15101,2017,26,10,61
16513,2017,23,12,40
14974,2017,26,9,36
12555,2015,25,35,155
4086,2015,29,8,56
16017,2016,29,19,135
15688,2017,22,2,14
14338,2018,26,17,71
15684,2016,21,19,67
14165,2017,23,2,31
11397,2015,26,13,54
3950,2016,26,5,20
9780,2016,28,5,21
15458,2017,24,16,60
13528,2018,27,22,109
9919,2016,29,7,47
12249,2018,28,5,27
11506,2015,24,9,50
9137,2014,26,3,52
9939,2015,30,7,36
12232,2015,27,7,41
13360,2014,22,17,93
10386,2014,23,17,94
13394,2017,26,3,45
9926,2016,31,6,27
11827,2016,32,7,40
9489,2014,27,1,20
15964,2017,23,2,19
13932,2017,26,2,21
6127,2015,27,2,8
11506,2017,26,11,49
10265,2017,29,1,7
12371,2018,29,1,6
4759,2017,33,20,78
14699,2015,24,6,49
1345,2014,28,7,30
4090,2018,34,17,57
11261,2014,25,7,112
7677,2017,28,29,153
14764,2018,25,1,23
6329,2016,31,4,100
9943,2015,30,7,72
10075,2016,28,23,117
11928,2015,25,20,118
13339,2016,24,1,21
263,2014,31,1,14
8851,2015,28,2,39
11903,2015,22,5,38
5226,2014,26,1,29
11753,2017,25,8,29
1701,2015,36,22,196
8392,2018,31,2,15
10962,2017,27,5,77
18213,2018,24,3,38
12804,2017,24,20,153
14295,2016,24,10,39
15028,2017,24,6,39
6697,2017,30,15,87
12297,2016,26,15,79
3044,2014,28,1,17
7106,2014,23,2,47
7480,2014,28,1,7
11341,2014,24,1,4
2102,2015,34,1,4
4792,2015,31,1,11
7290,2015,28,1,6
9682,2015,32,2,10
10882,2016,27,1,4
15564,2016,25,1,4
2579,2017,38,1,7
10655,2017,27,1,4
11346,2017,28,1,9
13128,2017,26,2,18
15378,2017,26,1,20
8385,2018,31,2,8
10286,2018,28,2,13
10816,2018,29,1,6
11294,2018,29,1,5
12399,2018,28,1,6
14968,2018,24,2,8
5088,2016,30,5,16
16958,2018,25,3,11
13594,2018,25,4,63
12297,2017,27,6,38
8041,2017,34,8,34
3677,2016,31,7,29
14506,2016,23,8,64
16904,2018,29,3,43
10019,2014,27,5,28
17285,2018,22,3,14
12499,2017,28,2,23
13530,2017,24,6,32
13780,2016,25,7,25
6371,2014,27,2,11
12237,2015,25,2,8
14874,2017,25,11,35
15126,2016,21,3,12
16159,2017,23,11,36
12166,2016,27,10,55
7303,2015,27,5,35
12962,2016,23,5,28
9149,2017,27,3,30
11571,2014,23,5,30
4241,2014,29,2,13
10095,2014,31,3,13
14814,2014,23,4,46
9894,2016,29,4,25
1938,2014,31,2,28
8532,2015,29,4,30
12232,2016,28,2,16
5057,2016,30,2,20
12530,2014,24,11,38
9756,2016,28,2,12
15467,2015,23,1,16
12781,2017,27,2,19
5942,2015,27,2,11
7119,2016,26,1,11
5751,2018,27,3,19
11502,2016,24,2,15
7553,2014,32,1,3
10700,2018,29,1,3
8504,2015,28,5,15
3462,2014,30,1,9
10028,2017,25,4,25
1159,2018,32,3,17
10510,2017,27,5,24
12020,2014,24,4,19
14443,2015,34,2,8
14857,2016,25,5,16
5913,2014,23,1,6
1845,2015,34,1,6
10166,2015,24,1,7
5519,2016,26,1,5
7888,2016,29,1,7
10339,2017,27,1,7
15564,2017,26,1,5
5408,2018,29,1,5
10261,2018,34,1,8
10982,2018,29,1,6
10529,2018,29,4,14
9124,2014,27,1,17
16074,2018,25,2,10
12537,2015,25,8,53
11618,2014,25,2,16
10606,2015,26,1,14
1159,2014,28,1,7
14548,2018,24,1,7
1907,2017,33,1,2
11846,2017,29,1,5
6741,2014,25,4,12
9651,2014,25,1,9
14508,2017,23,2,15
2565,2014,28,3,10
12364,2015,26,1,7
13546,2018,25,1,14
15608,2018,26,1,8
4436,2014,27,2,11
7074,2014,27,2,9
12185,2015,22,1,8
6491,2014,26,1,8
4881,2018,32,1,5
2072,2017,38,1,12
7396,2016,30,33,551
12360,2016,27,60,253
10855,2015,24,59,251
9817,2014,31,64,230
3656,2018,35,62,268
7059,2017,35,21,516
16017,2015,28,34,547
1841,2016,32,21,373
9486,2015,30,73,284
4004,2014,29,40,122
4257,2014,29,46,258
8037,2016,28,18,314
12778,2017,27,16,313
8753,2015,28,40,467
10925,2017,29,13,230
1478,2014,26,21,364
979,2014,37,55,184
4064,2014,31,62,229
14771,2018,27,55,262
2141,2015,33,15,121
8844,2016,30,69,297
15101,2018,27,20,141
6204,2015,33,7,142
18,2014,26,30,122
9309,2017,29,23,72
11632,2015,26,22,106
3357,2014,30,43,360
15684,2018,23,63,376
6616,2014,28,10,42
4732,2014,29,15,374
12905,2017,27,4,47
6653,2016,33,44,155
5448,2016,32,62,282
11753,2015,23,16,237
10304,2015,25,14,296
12555,2014,24,13,280
6485,2014,32,61,223
8182,2014,26,19,145
2540,2014,26,35,107
14420,2018,24,29,183
4604,2014,34,35,158
11827,2015,31,31,129
8855,2018,31,19,76
5876,2016,28,40,182
5903,2014,29,45,148
15066,2018,27,22,125
4849,2017,36,51,195
6317,2014,28,34,202
16727,2016,24,7,126
10066,2015,24,33,129
4001,2016,25,52,204
1100,2015,35,6,25
13418,2016,25,25,123
8350,2018,31,28,88
18105,2018,24,18,87
15492,2018,23,7,122
535,2014,36,8,120
18790,2018,25,7,129
10481,2016,28,37,168
3397,2016,32,45,182
12235,2017,28,8,45
4664,2014,30,62,251
3840,2017,34,27,74
3265,2014,30,61,268
12143,2015,22,21,132
10586,2014,25,62,252
9243,2017,29,26,153
9975,2017,33,27,113
10586,2018,29,55,242
14605,2016,29,22,91
19261,2018,23,10,33
13293,2018,28,27,98
10962,2014,24,17,154
7525,2014,28,13,47
8490,2017,29,38,153
12042,2015,25,39,283
8501,2015,28,43,219
5365,2015,24,7,121
13403,2017,27,25,155
8302,2015,26,20,106
16218,2018,25,21,148
11691,2018,27,60,268
10160,2016,25,16,157
12361,2016,28,16,101
1726,2014,36,21,95
15690,2018,26,22,94
6499,2017,30,35,156
13774,2017,23,11,280
11457,2018,29,56,177
6984,2014,27,13,69
10075,2015,27,12,45
9460,2014,25,14,231
12675,2015,26,11,86
8180,2014,24,37,140
11137,2016,28,6,122
13649,2018,25,11,129
13424,2016,25,19,90
2080,2014,36,13,88
8245,2017,34,16,52
8504,2017,30,19,70
15285,2018,25,18,100
1837,2018,38,33,162
3273,2016,35,2,39
10925,2016,28,15,119
11334,2018,30,27,83
15267,2017,24,9,45
4420,2014,29,5,101
15463,2017,24,1,15
10387,2017,26,11,54
14672,2018,26,9,29
13313,2017,28,3,22
13323,2016,25,7,17
2134,2016,32,8,31
6244,2016,33,7,18
5200,2016,28,2,17
11157,2014,24,4,66
16132,2018,25,6,39
7853,2015,29,1,11
5231,2014,27,5,46
7416,2014,31,7,39
3164,2014,24,22,90
19614,2018,22,8,45
14470,2015,25,7,39
3959,2015,29,30,107
11440,2017,24,24,130
15203,2018,25,24,135
10039,2016,25,18,188
13048,2017,36,6,128
15542,2016,25,14,44
14974,2018,27,22,90
338,2014,25,1,16
3282,2014,26,7,45
19665,2018,22,4,28
16793,2018,25,4,18
4080,2017,32,8,20
7677,2018,29,47,180
5529,2014,25,28,138
9756,2018,30,4,62
13684,2017,24,7,76
13572,2018,27,4,35
17432,2016,23,8,147
12825,2016,27,22,276
11394,2017,28,6,38
5397,2014,26,8,33
11432,2015,26,5,51
10315,2017,27,16,97
16215,2015,22,7,29
16164,2018,25,5,102
10171,2014,24,8,49
14288,2018,27,8,53
5508,2015,31,10,18
10332,2014,26,10,57
8362,2015,29,2,51
5830,2018,29,8,40
8461,2017,30,16,136
7407,2016,30,7,30
1137,2016,34,11,81
7108,2016,31,15,102
15158,2017,25,10,122
10925,2018,30,3,57
8280,2017,33,46,165
12185,2018,25,9,65
7853,2016,30,6,85
3507,2015,26,14,89
8077,2014,27,1,27
16631,2018,26,4,77
15823,2018,22,8,101
3219,2014,26,8,61
718,2015,37,6,21
15036,2017,23,7,125
9059,2017,34,22,109
13818,2018,28,8,32
2951,2017,29,14,71
7624,2018,35,10,41
15627,2017,25,10,103
11387,2015,26,11,58
5285,2015,31,9,96
10946,2015,27,9,161
18135,2018,23,3,34
9167,2014,26,7,27
8493,2018,27,3,50
9244,2015,27,4,17
13331,2018,27,9,84
15285,2017,24,10,47
12321,2014,25,15,81
12499,2015,26,4,35
5595,2016,27,2,11
5905,2014,31,15,80
13119,2016,26,8,126
5746,2017,32,22,83
11294,2017,28,6,65
11652,2015,30,1,16
11528,2018,29,12,61
6109,2015,25,2,40
18311,2016,22,8,53
8536,2018,31,7,87
4257,2015,30,3,30
2430,2016,30,1,4
3448,2018,35,1,4
9948,2018,33,25,83
1984,2016,31,9,53
17425,2017,24,3,76
7541,2014,29,3,66
7411,2016,29,19,88
1793,2014,36,12,41
4053,2015,27,6,29
14832,2018,26,7,29
1793,2015,37,11,51
15949,2018,26,4,26
8992,2014,27,6,31
7525,2017,31,8,34
4227,2014,30,4,36
13606,2016,23,2,27
15451,2017,25,3,25
9261,2014,27,8,25
13807,2017,26,2,14
11050,2015,27,5,16
1933,2014,34,4,22
15761,2017,22,24,99
14470,2018,28,4,24
769,2015,38,2,35
12673,2016,27,3,41
6832,2016,29,7,44
9121,2015,25,4,73
5791,2015,27,10,81
13674,2017,27,2,32
14239,2014,25,4,8
14934,2017,25,1,19
12833,2015,25,2,15
5257,2017,27,3,22
10029,2016,25,11,54
15301,2016,27,2,16
8436,2014,27,3,19
9037,2018,30,2,10
14681,2017,24,2,24
16873,2018,25,3,16
10240,2016,27,1,11
6736,2014,28,2,18
9309,2018,30,4,27
7324,2018,35,2,15
18820,2018,27,2,6
12272,2014,24,2,24
1736,2018,35,1,11
10234,2014,27,60,272
8600,2017,35,63,330
9325,2014,28,63,256
1118,2014,30,39,624
15291,2018,26,45,413
12452,2018,28,46,231
8600,2014,32,53,354
9490,2017,29,61,295
11694,2018,26,18,342
10968,2017,29,30,531
739,2015,36,37,665
14508,2018,24,44,200
7624,2017,34,67,322
2063,2014,33,46,203
2882,2014,24,62,193
5401,2014,26,28,589
10133,2016,28,27,114
15846,2018,26,17,326
4026,2017,29,15,311
8110,2018,30,61,257
2886,2014,32,32,140
3950,2018,28,40,249
18064,2017,24,46,180
10946,2016,28,32,260
5057,2015,29,19,296
13211,2017,27,45,280
4079,2017,31,55,238
13677,2018,24,17,282
4662,2015,31,4,94
13453,2015,24,16,370
14168,2016,22,14,281
9286,2015,28,28,142
6865,2016,31,53,189
3281,2016,32,54,217
8992,2016,29,57,280
4530,2015,29,26,122
2267,2014,29,29,138
15570,2017,25,10,99
14470,2016,26,25,100
14844,2017,26,23,95
11240,2014,26,21,97
7267,2015,33,28,113
15136,2018,23,14,60
7550,2016,29,57,205
5985,2018,28,10,51
11754,2017,25,20,229
10855,2016,25,37,142
7385,2018,33,61,247
10066,2017,26,51,214
10688,2018,29,25,107
5257,2018,28,19,192
13594,2016,23,8,170
11121,2017,29,27,264
15463,2016,23,4,80
8410,2015,26,10,74
7550,2018,31,61,227
2951,2015,27,9,47
3237,2016,27,16,112
13758,2018,27,19,107
12890,2015,23,18,66
9325,2016,30,67,257
13974,2015,25,13,66
5843,2015,31,14,106
9286,2017,30,18,97
10620,2014,24,16,140
11203,2017,29,29,102
15232,2017,24,12,79
10285,2017,28,54,267
4782,2015,30,19,60
7466,2016,30,26,124
11193,2015,25,17,62
10835,2016,27,25,95
15267,2018,25,30,140
8011,2015,35,9,196
14093,2017,25,22,141
5525,2018,33,16,58
2332,2016,40,31,119
2743,2014,32,32,66
3282,2015,27,13,83
9901,2018,31,33,215
10558,2015,25,27,150
10843,2017,28,12,40
17877,2018,23,6,128
2134,2015,31,20,93
12790,2017,24,8,108
14510,2018,24,16,85
6109,2014,24,4,54
3599,2015,29,10,35
6883,2015,29,15,77
7593,2017,26,38,324
16977,2016,24,7,61
14962,2017,24,7,123
11776,2017,27,8,54
12361,2015,27,27,109
1776,2015,34,5,37
14532,2017,23,2,36
8223,2016,28,4,62
11769,2017,25,5,71
14239,2015,26,6,19
18694,2018,20,3,47
8402,2014,26,11,37
5028,2015,29,31,173
12800,2015,25,17,61
3164,2018,28,38,99
10386,2015,24,22,125
2692,2015,29,36,128
5861,2016,34,30,109
8337,2014,27,12,38
11712,2017,28,33,122
12756,2016,26,3,59
15046,2018,25,20,84
6176,2015,33,2,45
15423,2014,23,7,126
2413,2016,28,19,114
8246,2017,30,12,109
12297,2015,25,13,61
16727,2018,26,9,90
15684,2015,20,18,83
11861,2018,26,31,142
12800,2016,26,14,61
3815,2017,29,3,70
14812,2017,25,6,41
16344,2018,23,14,86
3292,2015,28,10,154
10297,2017,28,28,293
13143,2016,23,5,103
6612,2018,32,23,57
12781,2016,26,14,79
15232,2016,23,10,230
6027,2015,26,16,117
16208,2018,25,5,103
17536,2018,24,8,44
13470,2018,24,9,77
3196,2017,38,14,148
17874,2018,23,4,26
12360,2017,28,20,125
12220,2015,26,18,57
12760,2016,25,9,93
9654,2017,28,5,37
15853,2017,24,15,86
10528,2016,28,6,48
13763,2015,23,13,74
10285,2018,29,8,38
15964,2018,24,4,48
10587,2014,25,21,127
8302,2018,29,2,33
11543,2016,27,6,36
13804,2018,24,4,76
3970,2017,33,5,30
18854,2018,25,13,97
5556,2014,28,2,50
10197,2018,27,5,79
2540,2015,27,1,16
12360,2018,29,10,45
5530,2017,27,10,89
14033,2017,27,4,39
13427,2016,25,17,91
8504,2018,31,9,26
11440,2018,25,7,36
1953,2014,36,8,19
7024,2018,34,3,66
19256,2018,23,5,25
739,2016,37,2,48
13896,2018,23,4,40
5362,2015,26,1,23
13549,2017,27,5,31
13736,2016,26,1,22
10302,2017,29,3,38
12669,2015,25,4,31
4089,2016,30,7,27
5362,2014,25,5,35
7458,2014,32,2,16
10185,2018,27,5,46
13485,2014,21,2,10
10472,2018,26,1,4
8011,2014,34,32,763
11801,2017,26,46,247
10558,2014,24,57,296
5088,2014,28,38,646
7731,2014,27,33,409
3299,2016,31,37,181
4064,2015,32,55,209
15158,2016,24,13,306
4338,2018,28,24,486
14843,2015,23,27,515
10657,2015,23,17,95
7161,2016,27,46,158
10855,2018,27,60,235
2332,2015,39,33,121
10133,2018,30,60,235
11827,2014,30,30,114
3299,2018,33,34,167
12863,2015,25,32,199
14371,2016,22,10,237
17018,2018,24,14,233
12586,2015,25,12,204
11528,2017,28,54,201
12828,2018,28,33,181
10171,2017,27,68,258
13042,2017,27,57,141
7293,2018,38,82,305
9059,2014,31,62,243
5032,2015,34,38,158
2267,2015,30,63,245
9486,2018,33,28,116
9419,2015,27,33,118
16532,2018,26,35,185
10185,2017,26,18,170
11426,2018,29,26,344
13946,2018,27,22,118
5525,2014,29,35,116
17775,2018,22,9,190
14374,2017,23,15,305
1994,2014,27,4,96
8501,2016,29,35,158
11387,2016,27,27,160
1663,2014,36,65,167
1797,2015,35,68,269
5861,2017,35,46,166
1902,2015,33,33,129
9286,2014,27,12,72
9037,2014,26,54,275
13322,2017,25,28,121
14741,2015,25,11,65
16877,2016,23,24,86
11720,2017,28,50,232
12095,2018,27,25,101
11487,2017,25,26,134
