player_name,team,fa_class,position,minor_league_level,first_name_lower,last_name_lower,normed_position
Jose Molina,Tampa Bay Rays,2014,LHP,Hi A,jose,molina,pitcher
Jordan Norberto,Tampa Bay Rays,2014,LHP,AA,jordan,norberto,pitcher
Mayobanex Acosta,Tampa Bay Rays,2014,C,AA,mayobanex,acosta,batter
Ali Solis,Tampa Bay Rays,2014,C,AAA,ali,solis,batter
Wilson Betemit,Tampa Bay Rays,2014,1B,AAA,wilson,betemit,batter
Alejandro Segovia,Tampa Bay Rays,2014,1B,AA,alejandro,segovia,batter
Mike Fontenot,Tampa Bay Rays,2014,2B,AAA,mike,fontenot,batter
Jonathan Quinonez,Tampa Bay Rays,2014,3B,Hi A,jonathan,quinonez,batter
Ray Olmedo,Tampa Bay Rays,2014,SS,AAA,ray,olmedo,batter
Justin Christian,Tampa Bay Rays,2014,OF,AAA,justin,christian,batter
James Darnell,Tampa Bay Rays,2014,OF,AAA,james,darnell,batter
Jeremy Moore,Tampa Bay Rays,2014,OF,AAA,jeremy,moore,batter
Alfredo Figaro,Texas Rangers,2014,RHP,AAA,alfredo,figaro,pitcher
Wilmer Font,Texas Rangers,2014,RHP,AAA,wilmer,font,pitcher
Erik Hamren,Texas Rangers,2014,RHP,AA,erik,hamren,pitcher
Kyle Lotzkar,Texas Rangers,2014,RHP,AA,kyle,lotzkar,pitcher
Francisco Mendoza,Texas Rangers,2014,RHP,AA,francisco,mendoza,pitcher
Scott Richmond,Texas Rangers,2014,RHP,AAA,scott,richmond,pitcher
Zack Segovia,Texas Rangers,2014,RHP,AAA,zack,segovia,pitcher
Pedro Figueroa,Texas Rangers,2014,LHP,AAA,pedro,figueroa,pitcher
Chad James,Texas Rangers,2014,LHP,Hi A,chad,james,pitcher
Kevin Torres,Texas Rangers,2014,C,Hi A,kevin,torres,batter
J.R. Towles,Texas Rangers,2014,C,AAA,j.r.,towles,batter
J.T. Wise,Texas Rangers,2014,C,AA,j.t.,wise,batter
Jason Donald,Texas Rangers,2014,2B,AAA,jason,donald,batter
Brent Lillibridge,Texas Rangers,2014,2B,AAA,brent,lillibridge,batter
Alex Buchholz,Texas Rangers,2014,3B,AAA,alex,buchholz,batter
Edwin Garcia,Texas Rangers,2014,SS,Hi A,edwin,garcia,batter
Ed Lucas,Texas Rangers,2014,SS,AAA,ed,lucas,batter
Guilder Rodriguez,Texas Rangers,2014,SS,AAA,guilder,rodriguez,batter
Engel Beltre,Texas Rangers,2014,OF,AAA,engel,beltre,batter
Cory Patton,Texas Rangers,2014,OF,AAA,cory,patton,batter
Bryan Petersen,Texas Rangers,2014,OF,AAA,bryan,petersen,batter
Austin Bibens-Dirkx,Toronto Blue Jays,2014,RHP,AA,austin,bibens-dirkx,pitcher
Randy Boone,Toronto Blue Jays,2014,RHP,AA,randy,boone,pitcher
Scott Copeland,Toronto Blue Jays,2014,RHP,AAA,scott,copeland,pitcher
Scott Gracey,Toronto Blue Jays,2014,RHP,AA,scott,gracey,pitcher
Justin Jackson,Toronto Blue Jays,2014,RHP,AA,justin,jackson,pitcher
Mike Lee,Toronto Blue Jays,2014,RHP,AA,mike,lee,pitcher
Radhames Liz,Toronto Blue Jays,2014,RHP,AAA,radhames,liz,pitcher
Sergio Santos,Toronto Blue Jays,2014,RHP,AA,sergio,santos,pitcher
Richard Bleier,Toronto Blue Jays,2014,LHP,AA,richard,bleier,pitcher
Tony Davis,Toronto Blue Jays,2014,LHP,Hi A,tony,davis,pitcher
Efrain Nieves,Toronto Blue Jays,2014,LHP,Hi A,efrain,nieves,pitcher
Yusuf Carter,Toronto Blue Jays,2014,C,AA,yusuf,carter,batter
Mike Nickeas,Toronto Blue Jays,2014,C,AAA,mike,nickeas,batter
Mike McDade,Toronto Blue Jays,2014,1B,AA,mike,mcdade,batter
Brett Wallace,Toronto Blue Jays,2014,1B,AAA,brett,wallace,batter
Jared Goedert,Toronto Blue Jays,2014,3B,AAA,jared,goedert,batter
Andy LaRoche,Toronto Blue Jays,2014,3B,AAA,andy,laroche,batter
Cory Aldridge,Toronto Blue Jays,2014,OF,AA,cory,aldridge,batter
Adron Chambers,Toronto Blue Jays,2014,OF,AAA,adron,chambers,batter
Michael Crouse,Toronto Blue Jays,2014,OF,AA,michael,crouse,batter
Melky Mesa,Toronto Blue Jays,2014,OF,AA,melky,mesa,batter
Ricardo Nanita,Toronto Blue Jays,2014,OF,AAA,ricardo,nanita,batter
Paul Demny,Washington Nationals,2014,RHP,AA,paul,demny,pitcher
Tyler Herron,Washington Nationals,2014,RHP,AAA,tyler,herron,pitcher
Mitch Lively,Washington Nationals,2014,RHP,AAA,mitch,lively,pitcher
Omar Poveda,Washington Nationals,2014,RHP,AA,omar,poveda,pitcher
Daniel Stange,Washington Nationals,2014,RHP,AAA,daniel,stange,pitcher
Zach Kroenke,Washington Nationals,2014,LHP,AA,zach,kroenke,pitcher
Aaron Laffey,Washington Nationals,2014,LHP,AAA,aaron,laffey,pitcher
Tyler Robertson,Washington Nationals,2014,LHP,AAA,tyler,robertson,pitcher
Mitch Canham,Washington Nationals,2014,C,AA,mitch,canham,batter
Brian Jeroloman,Washington Nationals,2014,C,AA,brian,jeroloman,batter
Alex Marquez,Washington Nationals,2014,C,Lo A,alex,marquez,batter
Melvin Dorta,Washington Nationals,2014,2B,AA,melvin,dorta,batter
Will Rhymes,Washington Nationals,2014,2B,AAA,will,rhymes,batter
Brandon Laird,Washington Nationals,2014,3B,AAA,brandon,laird,batter
Oscar Tejeda,Washington Nationals,2014,3B,AA,oscar,tejeda,batter
Destin Hood,Washington Nationals,2014,OF,AAA,destin,hood,batter
Quincy Latimore,Washington Nationals,2014,OF,AAA,quincy,latimore,batter
Gabriel Arias,Arizona Diamondbacks,2015,RHP,AA,gabriel,arias,pitcher
Caleb Clay,Arizona Diamondbacks,2015,RHP,AAA,caleb,clay,pitcher
Edgar Garcia,Arizona Diamondbacks,2015,RHP,AA,edgar,garcia,pitcher
Blayne Weller,Arizona Diamondbacks,2015,RHP,AAA,blayne,weller,pitcher
Hector Hernandez,Arizona Diamondbacks,2015,LHP,Lo A,hector,hernandez,pitcher
Justin Marks,Arizona Diamondbacks,2015,LHP,AAA,justin,marks,pitcher
Blake Lalli,Arizona Diamondbacks,2015,C,AAA,blake,lalli,batter
Matt Pagnozzi,Arizona Diamondbacks,2015,C,AAA,matt,pagnozzi,batter
Nick Evans,Arizona Diamondbacks,2015,1B,AAA,nick,evans,batter
Gerson Montilla,Arizona Diamondbacks,2015,2B,Hi A,gerson,montilla,batter
Fidel Pena,Arizona Diamondbacks,2015,2B,Hi A,fidel,pena,batter
Walter Ibarra,Arizona Diamondbacks,2015,SS,AAA,walter,ibarra,batter
Raul Navarro,Arizona Diamondbacks,2015,SS,AA,raul,navarro,batter
Cody Ransom,Arizona Diamondbacks,2015,SS,AAA,cody,ransom,batter
Danny Worth,Arizona Diamondbacks,2015,SS,AAA,danny,worth,batter
Nick Buss,Arizona Diamondbacks,2015,OF,AAA,nick,buss,batter
Jake Brigham,Atlanta Braves,2015,RHP,AAA,jake,brigham,pitcher
Carlos Fisher,Atlanta Braves,2015,RHP,AAA,carlos,fisher,pitcher
Justin Jackson,Atlanta Braves,2015,RHP,Hi A,justin,jackson,pitcher
Tyler Jones,Atlanta Braves,2015,RHP,AA,tyler,jones,pitcher
Sugar Ray Marimon,Atlanta Braves,2015,RHP,AAA,sugar,ray marimon,pitcher
Vin Mazzaro,Atlanta Braves,2015,RHP,AAA,vin,mazzaro,pitcher
Jorge Reyes,Atlanta Braves,2015,RHP,AA,jorge,reyes,pitcher
Greg Ross,Atlanta Braves,2015,RHP,AA,greg,ross,pitcher
Andrew Barbosa,Atlanta Braves,2015,LHP,AA,andrew,barbosa,pitcher
Greg Smith,Atlanta Braves,2015,LHP,AAA,greg,smith,pitcher
Jose Yepez,Atlanta Braves,2015,C,AAA,jose,yepez,batter
Kevin Ahrens,Atlanta Braves,2015,3B,AA,kevin,ahrens,batter
Sean Kazmar,Atlanta Braves,2015,SS,AAA,sean,kazmar,batter
Robby Hefflinger,Atlanta Braves,2015,OF,AA,robby,hefflinger,batter
Cedric Hunter,Atlanta Braves,2015,OF,AAA,cedric,hunter,batter
Mycal Jones,Atlanta Braves,2015,OF,AAA,mycal,jones,batter
Jesse Beal,Baltimore Orioles,2015,RHP,Hi A,jesse,beal,pitcher
Pedro Beato,Baltimore Orioles,2015,RHP,AAA,pedro,beato,pitcher
Bobby Bundy,Baltimore Orioles,2015,RHP,AA,bobby,bundy,pitcher
Matt Buschmann,Baltimore Orioles,2015,RHP,AAA,matt,buschmann,pitcher
Terry Doyle,Baltimore Orioles,2015,RHP,AAA,terry,doyle,pitcher
Eddie Gamboa,Baltimore Orioles,2015,RHP,AAA,eddie,gamboa,pitcher
Matt Hobgood,Baltimore Orioles,2015,RHP,AA,matt,hobgood,pitcher
Kenn Kasparek,Baltimore Orioles,2015,RHP,AA,kenn,kasparek,pitcher
Williams Louico,Baltimore Orioles,2015,RHP,Lo A,williams,louico,pitcher
Jose Mateo,Baltimore Orioles,2015,RHP,AA,jose,mateo,pitcher
Mikey O’Brien,Baltimore Orioles,2015,RHP,Hi A,mikey,o’brien,pitcher
Marcel Prado,Baltimore Orioles,2015,RHP,AA,marcel,prado,pitcher
Andrew Robinson,Baltimore Orioles,2015,RHP,AA,andrew,robinson,pitcher
Jason Stoffel,Baltimore Orioles,2015,RHP,AA,jason,stoffel,pitcher
Elih Villanueva,Baltimore Orioles,2015,RHP,AAA,elih,villanueva,pitcher
Mike Belfiore,Baltimore Orioles,2015,LHP,AAA,mike,belfiore,pitcher
Sean Bierman,Baltimore Orioles,2015,LHP,Hi A,sean,bierman,pitcher
Pat McCoy,Baltimore Orioles,2015,LHP,AAA,pat,mccoy,pitcher
Andy Oliver,Baltimore Orioles,2015,LHP,AAA,andy,oliver,pitcher
Ronan Pacheco,Baltimore Orioles,2015,LHP,Hi A,ronan,pacheco,pitcher
Jhonathan Ramos,Baltimore Orioles,2015,LHP,AA,jhonathan,ramos,pitcher
Cody Wheeler,Baltimore Orioles,2015,LHP,Hi A,cody,wheeler,pitcher
Zach Booker,Baltimore Orioles,2015,C,AAA,zach,booker,batter
Shawn McGill,Baltimore Orioles,2015,C,AA,shawn,mcgill,batter
Pedro Perez,Baltimore Orioles,2015,C,Hi A,pedro,perez,batter
Rossmel Perez,Baltimore Orioles,2015,C,AAA,rossmel,perez,batter
Joel Polanco,Baltimore Orioles,2015,C,AA,joel,polanco,batter
Brandon Snyder,Baltimore Orioles,2015,1B,AA,brandon,snyder,batter
Derrik Gibson,Baltimore Orioles,2015,2B,AAA,derrik,gibson,batter
Sharlon Schoop,Baltimore Orioles,2015,2B,AAA,sharlon,schoop,batter
Julio Borbon,Baltimore Orioles,2015,OF,AAA,julio,borbon,batter
Sean Halton,Baltimore Orioles,2015,OF,AAA,sean,halton,batter
Anthony Hewitt,Baltimore Orioles,2015,OF,Hi A,anthony,hewitt,batter
Dayan Diaz,Boston Red Sox,2015,RHP,AAA,dayan,diaz,pitcher
Luis Diaz,Boston Red Sox,2015,RHP,AA,luis,diaz,pitcher
Shawn Haviland,Boston Red Sox,2015,RHP,AAA,shawn,haviland,pitcher
Kyle Kaminska,Boston Red Sox,2015,RHP,AA,kyle,kaminska,pitcher
Jean Machi,Boston Red Sox,2015,RHP,AAA,jean,machi,pitcher
Zeke Spruill,Boston Red Sox,2015,RHP,AAA,zeke,spruill,pitcher
Jess Todd,Boston Red Sox,2015,RHP,AAA,jess,todd,pitcher
Madison Younginer,Boston Red Sox,2015,RHP,AAA,madison,younginer,pitcher
Luis Martinez,Boston Red Sox,2015,C,AAA,luis,martinez,batter
Humberto Quintero,Boston Red Sox,2015,C,AAA,humberto,quintero,batter
Matt Spring,Boston Red Sox,2015,C,AAA,matt,spring,batter
Joe Thurston,Boston Red Sox,2015,2B,AA,joe,thurston,batter
Dustin Lawley,Boston Red Sox,2015,3B,AA,dustin,lawley,batter
Mario Martinez,Boston Red Sox,2015,3B,Hi A,mario,martinez,batter
Carlos Rivero,Boston Red Sox,2015,3B,AAA,carlos,rivero,batter
Oscar Tejeda,Boston Red Sox,2015,3B,AA,oscar,tejeda,batter
Dreily Guerrero,Boston Red Sox,2015,SS,Hi A,dreily,guerrero,batter
Keury de la Cruz,Boston Red Sox,2015,OF,AA,keury,de la cruz,batter
Carlos Peguero,Boston Red Sox,2015,OF,AAA,carlos,peguero,batter
Jonathan Roof,Boston Red Sox,2015,OF,AAA,jonathan,roof,batter
Dave Sappelt,Boston Red Sox,2015,OF,AA,dave,sappelt,batter
Blake Tekotte,Boston Red Sox,2015,OF,AA,blake,tekotte,batter
Daniel Bard,Chicago Cubs,2015,RHP,AAA,daniel,bard,pitcher
Fernando Cruz,Chicago Cubs,2015,RHP,AAA,fernando,cruz,pitcher
Jae-Hoon Ha,Chicago Cubs,2015,RHP,SS,jae-hoon,ha,pitcher
Blake Parker,Chicago Cubs,2015,RHP,AAA,blake,parker,pitcher
Felipe Paulino,Chicago Cubs,2015,RHP,AAA,felipe,paulino,pitcher
Carlos Pimentel,Chicago Cubs,2015,RHP,AAA,carlos,pimentel,pitcher
Andres Santiago,Chicago Cubs,2015,RHP,AA,andres,santiago,pitcher
Jeffry Antigua,Chicago Cubs,2015,LHP,AA,jeffry,antigua,pitcher
Drake Britton,Chicago Cubs,2015,LHP,AAA,drake,britton,pitcher
Ryan Buchter,Chicago Cubs,2015,LHP,AAA,ryan,buchter,pitcher
Luke Carlin,Chicago Cubs,2015,C,AAA,luke,carlin,batter
Emilio Bonifacio,Chicago Cubs,2015,2B,AAA,emilio,bonifacio,batter
Jonathan Mota,Chicago Cubs,2015,2B,AA,jonathan,mota,batter
Chris Valaika,Chicago Cubs,2015,2B,AAA,chris,valaika,batter
Wes Darvill,Chicago Cubs,2015,SS,AA,wes,darvill,batter
Adron Chambers,Chicago Cubs,2015,OF,AAA,adron,chambers,batter
Tim Crabbe,Chicago White Sox,2015,RHP,AA,tim,crabbe,pitcher
Jesse Crain,Chicago White Sox,2015,RHP,AAA,jesse,crain,pitcher
Kyle Drabek,Chicago White Sox,2015,RHP,AAA,kyle,drabek,pitcher
Raul Fernandez,Chicago White Sox,2015,RHP,AA,raul,fernandez,pitcher
Arcenio Leon,Chicago White Sox,2015,RHP,AAA,arcenio,leon,pitcher
Brad Penny,Chicago White Sox,2015,RHP,AAA,brad,penny,pitcher
Adrian Nieto,Chicago White Sox,2015,C,AA,adrian,nieto,batter
Dallas Tarleton,Chicago White Sox,2015,C,AA,dallas,tarleton,batter
Chris Jacobs,Chicago White Sox,2015,1B,AA,chris,jacobs,batter
Neftali Soto,Chicago White Sox,2015,1B,AAA,neftali,soto,batter
Drew Garcia,Chicago White Sox,2015,2B,AAA,drew,garcia,batter
Michael Johnson,Chicago White Sox,2015,2B,AA,michael,johnson,batter
Tony Thomas,Chicago White Sox,2015,2B,AA,tony,thomas,batter
Chris Curley,Chicago White Sox,2015,3B,AAA,chris,curley,batter
Justin Sellers,Chicago White Sox,2015,SS,AAA,justin,sellers,batter
Tyler Colvin,Chicago White Sox,2015,OF,AAA,tyler,colvin,batter
Christian Marrero,Chicago White Sox,2015,OF,AA,christian,marrero,batter
Matt Tuiasosopo,Chicago White Sox,2015,OF,AAA,matt,tuiasosopo,batter
Dayan Viciedo,Chicago White Sox,2015,OF,AAA,dayan,viciedo,batter
Nate Adcock,Cincinnati Reds,2015,RHP,AAA,nate,adcock,pitcher
Miguel Celestino,Cincinnati Reds,2015,RHP,AAA,miguel,celestino,pitcher
Jose Cisnero,Cincinnati Reds,2015,RHP,AA,jose,cisnero,pitcher
Jose de la Torre,Cincinnati Reds,2015,RHP,AAA,jose,de la torre,pitcher
Jacob Johnson,Cincinnati Reds,2015,RHP,AA,jacob,johnson,pitcher
David Holmberg,Cincinnati Reds,2015,LHP,AAA,david,holmberg,pitcher
Junior Morillo,Cincinnati Reds,2015,LHP,Lo A,junior,morillo,pitcher
Patrick Schuster,Cincinnati Reds,2015,LHP,AA,patrick,schuster,pitcher
Yovan Gonzalez,Cincinnati Reds,2015,C,AA,yovan,gonzalez,batter
Ray Chang,Cincinnati Reds,2015,2B,AA,ray,chang,batter
Sammy Diaz,Cincinnati Reds,2015,2B,Hi A,sammy,diaz,batter
Irving Falu,Cincinnati Reds,2015,2B,AAA,irving,falu,batter
Hernan Iribarren,Cincinnati Reds,2015,2B,AAA,hernan,iribarren,batter
Jermaine Curtis,Cincinnati Reds,2015,3B,AAA,jermaine,curtis,batter
Chris Dominguez,Cincinnati Reds,2015,3B,AAA,chris,dominguez,batter
Marquez Smith,Cincinnati Reds,2015,3B,AA,marquez,smith,batter
Kris Negron,Cincinnati Reds,2015,SS,AAA,kris,negron,batter
Wendell Soto,Cincinnati Reds,2015,SS,Hi A,wendell,soto,batter
Junior Arias,Cincinnati Reds,2015,OF,Hi A,junior,arias,batter
Jason Bourgeois,Cincinnati Reds,2015,OF,AAA,jason,bourgeois,batter
Juan Silva,Cincinnati Reds,2015,OF,AAA,juan,silva,batter
Charles Brewer,Cleveland Indians,2015,RHP,AA,charles,brewer,pitcher
Jarrett Grube,Cleveland Indians,2015,RHP,AAA,jarrett,grube,pitcher
Trey Haley,Cleveland Indians,2015,RHP,AAA,trey,haley,pitcher
Carlos Marmol,Cleveland Indians,2015,RHP,AAA,carlos,marmol,pitcher
Dustin Molleken,Cleveland Indians,2015,RHP,AAA,dustin,molleken,pitcher
Zach Nuding,Cleveland Indians,2015,RHP,AA,zach,nuding,pitcher
Tyler Sturdevant,Cleveland Indians,2015,RHP,AAA,tyler,sturdevant,pitcher
Casey Weathers,Cleveland Indians,2015,RHP,AA,casey,weathers,pitcher
Martin Cervenka,Cleveland Indians,2015,C,Lo A,martin,cervenka,batter
Alex Monsalve,Cleveland Indians,2015,C,Hi A,alex,monsalve,batter
Adam Moore,Cleveland Indians,2015,C,AAA,adam,moore,batter
Ryan Ortiz,Cleveland Indians,2015,C,AA,ryan,ortiz,batter
Omir Santos,Cleveland Indians,2015,C,SS,omir,santos,batter
Kevin Howard,Cleveland Indians,2015,2B,SS,kevin,howard,batter
Ryan Rohlinger,Cleveland Indians,2015,3B,AAA,ryan,rohlinger,batter
Justin Toole,Cleveland Indians,2015,3B,AA,justin,toole,batter
Audy Ciriaco,Cleveland Indians,2015,SS,AAA,audy,ciriaco,batter
Carlos Moncrief,Cleveland Indians,2015,OF,AA,carlos,moncrief,batter
Huascar Brazoban,Colorado Rockies,2015,RHP,SS,huascar,brazoban,pitcher
Richard Castillo,Colorado Rockies,2015,RHP,AA,richard,castillo,pitcher
Bryan Evans,Colorado Rockies,2015,RHP,AA,bryan,evans,pitcher
Leuris Gomez,Colorado Rockies,2015,RHP,AAA,leuris,gomez,pitcher
Jose Ortega,Colorado Rockies,2015,RHP,AA,jose,ortega,pitcher
Boone Whiting,Colorado Rockies,2015,RHP,AAA,boone,whiting,pitcher
Julian Yan,Colorado Rockies,2015,RHP,R,julian,yan,pitcher
Carlos Hernandez,Colorado Rockies,2015,LHP,AAA,carlos,hernandez,pitcher
John Lannan,Colorado Rockies,2015,LHP,AAA,john,lannan,pitcher
Rudy Owens,Colorado Rockies,2015,LHP,AAA,rudy,owens,pitcher
Kraig Sitton,Colorado Rockies,2015,LHP,AA,kraig,sitton,pitcher
Brock Bond,Colorado Rockies,2015,2B,AAA,brock,bond,batter
Charlie Culberson,Colorado Rockies,2015,2B,AAA,charlie,culberson,batter
Angelys Nina,Colorado Rockies,2015,2B,AAA,angelys,nina,batter
Jose Rivera,Colorado Rockies,2015,2B,AAA,jose,rivera,batter
Joey Wong,Colorado Rockies,2015,SS,AA,joey,wong,batter
Jeremy Barfield,Colorado Rockies,2015,OF,AAA,jeremy,barfield,batter
Roger Bernadina,Colorado Rockies,2015,OF,AAA,roger,bernadina,batter
Tyler Massey,Colorado Rockies,2015,OF,AA,tyler,massey,batter
Tim Wheeler,Colorado Rockies,2015,OF,AAA,tim,wheeler,batter
Alberto Cabrera,Detroit Tigers,2015,RHP,AAA,alberto,cabrera,pitcher
Juancito de la Cruz,Detroit Tigers,2015,RHP,DSL,juancito,de la cruz,pitcher
Rafael Dolis,Detroit Tigers,2015,RHP,AAA,rafael,dolis,pitcher
Derek Hankins,Detroit Tigers,2015,RHP,AA,derek,hankins,pitcher
Tim Melville,Detroit Tigers,2015,RHP,AAA,tim,melville,pitcher
Melvin Mercedes,Detroit Tigers,2015,RHP,AAA,melvin,mercedes,pitcher
Ross Seaton,Detroit Tigers,2015,RHP,Lo A,ross,seaton,pitcher
Miguel Vargas,Detroit Tigers,2015,RHP,VSL,miguel,vargas,pitcher
Thad Weber,Detroit Tigers,2015,RHP,AAA,thad,weber,pitcher
Josh Zeid,Detroit Tigers,2015,RHP,AAA,josh,zeid,pitcher
John Murrian,Detroit Tigers,2015,C,AA,john,murrian,batter
Mike Hessman,Detroit Tigers,2015,1B,AAA,mike,hessman,batter
Alexi Casilla,Detroit Tigers,2015,2B,AAA,alexi,casilla,batter
Wade Gaynor,Detroit Tigers,2015,3B,AA,wade,gaynor,batter
Francisco Martinez,Detroit Tigers,2015,3B,Hi A,francisco,martinez,batter
Alberto Gonzalez,Detroit Tigers,2015,SS,AAA,alberto,gonzalez,batter
Jiwan James,Detroit Tigers,2015,OF,Hi A,jiwan,james,batter
Trayvon Robinson,Detroit Tigers,2015,OF,AAA,trayvon,robinson,batter
R.J. Alaniz,Houston Astros,2015,RHP,AA,r.j.,alaniz,pitcher
Jio Mier,Houston Astros,2015,SS,AAA,jio,mier,batter
Brian Broderick,Kansas City Royals,2015,RHP,AAA,brian,broderick,pitcher
Paul Clemens,Kansas City Royals,2015,RHP,AA,paul,clemens,pitcher
Roman Colon,Kansas City Royals,2015,RHP,AA,roman,colon,pitcher
Clayton Mortensen,Kansas City Royals,2015,RHP,AAA,clayton,mortensen,pitcher
Benino Pruneda,Kansas City Royals,2015,RHP,AA,benino,pruneda,pitcher
Felix Santiago,Kansas City Royals,2015,RHP,DSL,felix,santiago,pitcher
J.C. Sulbaran,Kansas City Royals,2015,RHP,AAA,j.c.,sulbaran,pitcher
Robinson Yambati,Kansas City Royals,2015,RHP,Hi A,robinson,yambati,pitcher
Buddy Baumann,Kansas City Royals,2015,LHP,AAA,buddy,baumann,pitcher
Chris Dwyer,Kansas City Royals,2015,LHP,AAA,chris,dwyer,pitcher
Troy Patton,Kansas City Royals,2015,LHP,AAA,troy,patton,pitcher
J.C. Boscan,Kansas City Royals,2015,C,AAA,j.c.,boscan,batter
Ryan Eigsti,Kansas City Royals,2015,C,AA,ryan,eigsti,batter
Casey Kotchman,Kansas City Royals,2015,1B,AAA,casey,kotchman,batter
Rafael Furcal,Kansas City Royals,2015,2B,AA,rafael,furcal,batter
Alex Liddi,Kansas City Royals,2015,3B,AA,alex,liddi,batter
Ramon A. Castro,Kansas City Royals,2015,SS,AAA,ramon,a. castro,batter
Angel Franco,Kansas City Royals,2015,SS,AAA,angel,franco,batter
Gabriel Noriega,Kansas City Royals,2015,SS,AAA,gabriel,noriega,batter
Mitch Maier,Kansas City Royals,2015,OF,AAA,mitch,maier,batter
Geovanny Acosta,Los Angeles Angels,2015,RHP,DSL,geovanny,acosta,pitcher
Daniel Hurtado,Los Angeles Angels,2015,RHP,Lo A,daniel,hurtado,pitcher
Jeremy McBryde,Los Angeles Angels,2015,RHP,AAA,jeremy,mcbryde,pitcher
Cesar Melendez,Los Angeles Angels,2015,RHP,DSL,cesar,melendez,pitcher
Drew Rucinski,Los Angeles Angels,2015,RHP,AAA,drew,rucinski,pitcher
Alex Sanabia,Los Angeles Angels,2015,RHP,AAA,alex,sanabia,pitcher
Eduard Santos,Los Angeles Angels,2015,RHP,AA,eduard,santos,pitcher
Albert Suarez,Los Angeles Angels,2015,RHP,AA,albert,suarez,pitcher
Mike Antonini,Los Angeles Angels,2015,LHP,AA,mike,antonini,pitcher
Jeff Malm,Los Angeles Angels,2015,LHP,R,jeff,malm,pitcher
Ryan Verdugo,Los Angeles Angels,2015,LHP,AAA,ryan,verdugo,pitcher
Adam Wilk,Los Angeles Angels,2015,LHP,AAA,adam,wilk,pitcher
Jose Gil,Los Angeles Angels,2015,C,AAA,jose,gil,batter
Raywilly Gomez,Los Angeles Angels,2015,C,AA,raywilly,gomez,batter
Zac Livingston,Los Angeles Angels,2015,C,AAA,zac,livingston,batter
Luis Hernandez,Los Angeles Angels,2015,2B,AAA,luis,hernandez,batter
Drew Maggi,Los Angeles Angels,2015,2B,AA,drew,maggi,batter
Blake Gailen,Los Angeles Angels,2015,OF,AA,blake,gailen,batter
Grant Green,Los Angeles Angels,2015,OF,AAA,grant,green,batter
Roger Kieschnick,Los Angeles Angels,2015,OF,AAA,roger,kieschnick,batter
Jared Mitchell,Los Angeles Angels,2015,OF,AAA,jared,mitchell,batter
Daniel Corcino,Los Angeles Dodgers,2015,RHP,AA,daniel,corcino,pitcher
Chad Gaudin,Los Angeles Dodgers,2015,RHP,AAA,chad,gaudin,pitcher
Juan Gonzalez,Los Angeles Dodgers,2015,RHP,AAA,juan,gonzalez,pitcher
Garrett Gould,Los Angeles Dodgers,2015,RHP,AA,garrett,gould,pitcher
Jairo Heredia,Los Angeles Dodgers,2015,RHP,AA,jairo,heredia,pitcher
Juan Jaime,Los Angeles Dodgers,2015,RHP,AAA,juan,jaime,pitcher
Deck McGuire,Los Angeles Dodgers,2015,RHP,AAA,deck,mcguire,pitcher
Luis Meza,Los Angeles Dodgers,2015,RHP,Hi A,luis,meza,pitcher
Steve Smith,Los Angeles Dodgers,2015,RHP,AA,steve,smith,pitcher
Daniel Tillman,Los Angeles Dodgers,2015,RHP,AA,daniel,tillman,pitcher
Ramon Troncoso,Los Angeles Dodgers,2015,RHP,AAA,ramon,troncoso,pitcher
Matt West,Los Angeles Dodgers,2015,RHP,AAA,matt,west,pitcher
Ramon Benjamin,Los Angeles Dodgers,2015,LHP,AA,ramon,benjamin,pitcher
Ryan Dennick,Los Angeles Dodgers,2015,LHP,AA,ryan,dennick,pitcher
Jose Molina,Los Angeles Dodgers,2015,LHP,Hi A,jose,molina,pitcher
Dustin Richardson,Los Angeles Dodgers,2015,LHP,AAA,dustin,richardson,pitcher
Ralph Henriquez,Los Angeles Dodgers,2015,C,AAA,ralph,henriquez,batter
Webster Rivas,Los Angeles Dodgers,2015,C,AA,webster,rivas,batter
Ali Solis,Los Angeles Dodgers,2015,C,AAA,ali,solis,batter
Shawn Zarraga,Los Angeles Dodgers,2015,C,AAA,shawn,zarraga,batter
Elliot Johnson,Los Angeles Dodgers,2015,2B,AAA,elliot,johnson,batter
Buck Britton,Los Angeles Dodgers,2015,3B,AAA,buck,britton,batter
Jarek Cunningham,Los Angeles Dodgers,2015,3B,AA,jarek,cunningham,batter
Daniel Mayora,Los Angeles Dodgers,2015,3B,AA,daniel,mayora,batter
Faustino Oguisten,Los Angeles Dodgers,2015,SS,R,faustino,oguisten,batter
Nate Samson,Los Angeles Dodgers,2015,SS,AAA,nate,samson,batter
Brian Burgamy,Los Angeles Dodgers,2015,OF,AA,brian,burgamy,batter
Kyle Jensen,Los Angeles Dodgers,2015,OF,AAA,kyle,jensen,batter
Travis Witherspoon,Los Angeles Dodgers,2015,OF,Hi A,travis,witherspoon,batter
Hunter Adkins,Miami Marlins,2015,RHP,Hi A,hunter,adkins,pitcher
Lay Batista,Miami Marlins,2015,RHP,AA,lay,batista,pitcher
Ryan Chaffee,Miami Marlins,2015,RHP,AAA,ryan,chaffee,pitcher
Jorge De Leon,Miami Marlins,2015,RHP,AAA,jorge,de leon,pitcher
Ryan Hafner,Miami Marlins,2015,RHP,Lo A,ryan,hafner,pitcher
