player_name,team,fa_class,position,minor_league_level,internal_id,first_name_lower,last_name_lower,normed_position
Edwar Cabrera,Texas Rangers,2015,LHP,AAA,518,edwar,cabrera,pitcher
Chad James,Texas Rangers,2015,LHP,AA,298,chad,james,pitcher
Luis Parra,Texas Rangers,2015,LHP,AA,1076,luis,parra,pitcher
Cam Maron,Texas Rangers,2015,C,Hi A,259,cam,maron,batter
Jonathan Meyer,Texas Rangers,2015,C,Lo A,847,jonathan,meyer,batter
Kevin Torres,Texas Rangers,2015,C,Hi A,1002,kevin,torres,batter
J.T. Wise,Texas Rangers,2015,C,AA,666,j.t.,wise,batter
Alex Burg,Texas Rangers,2015,3B,AAA,44,alex,burg,batter
Ed Lucas,Texas Rangers,2015,3B,AAA,497,ed,lucas,batter
Edwin Garcia,Texas Rangers,2015,SS,Lo A,521,edwin,garcia,batter
Guilder Rodriguez,Texas Rangers,2015,SS,AA,627,guilder,rodriguez,batter
Beamer Weems,Texas Rangers,2015,SS,AAA,135,beamer,weems,batter
Dustin Antolin,Toronto Blue Jays,2015,RHP,AA,480,dustin,antolin,pitcher
Austin Bibens-Dirkx,Toronto Blue Jays,2015,RHP,AA,129,austin,bibens-dirkx,pitcher
Derek Blacksher,Toronto Blue Jays,2015,RHP,Hi A,447,derek,blacksher,pitcher
Greg Burke,Toronto Blue Jays,2015,RHP,AAA,615,greg,burke,pitcher
Cory Burns,Toronto Blue Jays,2015,RHP,AA,368,cory,burns,pitcher
Lendy Castillo,Toronto Blue Jays,2015,RHP,Hi A,1039,lendy,castillo,pitcher
Scott Copeland,Toronto Blue Jays,2015,RHP,AAA,1480,scott,copeland,pitcher
Greg Infante,Toronto Blue Jays,2015,RHP,AA,617,greg,infante,pitcher
Mike Lee,Toronto Blue Jays,2015,RHP,AA,1214,mike,lee,pitcher
Murphy Smith,Toronto Blue Jays,2015,RHP,Hi A,1243,murphy,smith,pitcher
Andrew Albers,Toronto Blue Jays,2015,LHP,AAA,74,andrew,albers,pitcher
John Anderson,Toronto Blue Jays,2015,LHP,AAA,821,john,anderson,pitcher
Scott Barnes,Toronto Blue Jays,2015,LHP,AA,1476,scott,barnes,pitcher
Colt Hynes,Toronto Blue Jays,2015,LHP,AAA,357,colt,hynes,pitcher
Luis Perez,Toronto Blue Jays,2015,LHP,AA,1077,luis,perez,pitcher
Luis Hurtado,Toronto Blue Jays,2015,C,AA,1068,luis,hurtado,batter
George Kottaras,Toronto Blue Jays,2015,C,AAA,600,george,kottaras,batter
Sean Ochinko,Toronto Blue Jays,2015,C,AAA,1500,sean,ochinko,batter
Ty Kelly,Toronto Blue Jays,2015,2B,AAA,1609,ty,kelly,batter
Ryan Schimpf,Toronto Blue Jays,2015,2B,AAA,1460,ryan,schimpf,batter
Kevin Nolan,Toronto Blue Jays,2015,SS,AA,998,kevin,nolan,batter
Chris Dickerson,Toronto Blue Jays,2015,OF,AAA,316,chris,dickerson,batter
Danny Dorn,Toronto Blue Jays,2015,OF,AAA,410,danny,dorn,batter
Cole Garner,Toronto Blue Jays,2015,OF,AA,352,cole,garner,batter
Caleb Gindl,Toronto Blue Jays,2015,OF,AAA,257,caleb,gindl,batter
Brad Glenn,Toronto Blue Jays,2015,OF,AAA,167,brad,glenn,batter
Alex Hassan,Toronto Blue Jays,2015,OF,AAA,47,alex,hassan,batter
Melky Mesa,Toronto Blue Jays,2015,OF,AAA,1167,melky,mesa,batter
Tim Alderson,Washington Nationals,2015,RHP,AA,1562,tim,alderson,pitcher
Bruce Billings,Washington Nationals,2015,RHP,AAA,237,bruce,billings,pitcher
Paul Demny,Washington Nationals,2015,RHP,AA,1314,paul,demny,pitcher
Rob Gilliam,Washington Nationals,2015,RHP,AA,1397,rob,gilliam,pitcher
Juan Gutierrez,Washington Nationals,2015,RHP,AAA,942,juan,gutierrez,pitcher
Jeff Howell,Washington Nationals,2015,RHP,Hi A,734,jeff,howell,pitcher
Connor Overton,Washington Nationals,2015,RHP,AAA,359,connor,overton,pitcher
Kevin Perez,Washington Nationals,2015,RHP,Lo A,999,kevin,perez,pitcher
Sam Runion,Washington Nationals,2015,RHP,AAA,1467,sam,runion,pitcher
Richard Bleier,Washington Nationals,2015,LHP,AAA,1388,richard,bleier,pitcher
Matt Purke,Washington Nationals,2015,LHP,AA,1149,matt,purke,pitcher
Dan Butler,Washington Nationals,2015,C,AAA,385,dan,butler,batter
Brian Jeroloman,Washington Nationals,2015,C,AA,220,brian,jeroloman,batter
Steve Lerud,Washington Nationals,2015,C,AAA,1540,steve,lerud,batter
Cutter Dykstra,Washington Nationals,2015,2B,AA,376,cutter,dykstra,batter
Mario Lisson,Washington Nationals,2015,3B,AAA,1106,mario,lisson,batter
Scott Sizemore,Washington Nationals,2015,3B,AAA,1491,scott,sizemore,batter
Josh R. Johnson,Washington Nationals,2015,SS,AAA,918,josh,r. johnson,batter
Tony Gwynn Jr.,Washington Nationals,2015,OF,AAA,1587,tony,gwynn jr.,batter
Darin Mastroianni,Washington Nationals,2015,OF,AAA,416,darin,mastroianni,batter
Derrick Robinson,Washington Nationals,2015,OF,AA,451,derrick,robinson,batter
